Detector;Time;qPKW;vPKW
03476V41818_2;720;196;40
06970V72811_6;720;470;40
06970V72811_3;720;442;40
65625V41945_2;720;242;40
20570V72811_1;720;370;40
03476V41818_1;720;227;40
17961V72812_2;720;331;40
75341V41863_1;720;283;40
06970V72811_4;720;641;40
17961V72812_1;720;64;40
20570V72811_1;780;422;40
44656V72812_3;780;94;40
36935V72359_1;780;279;40
10236V72161_4;780;23;40
46684V1842951_1;780;135;40
06970V72811_6;780;460;40
21801V72158_2;780;203;40
10236V72161_3;780;83;40
21801V72158_1;780;342;40
20570V72811_2;780;571;40
36935V72359_2;780;139;40
27372V72852_1;780;269;40
06970V72811_4;780;694;40
34938V72813_1;780;152;40
06970V72811_3;780;448;40
27372V72852_2;780;216;40
04300V72813_3;780;153;40
10236V72161_2;780;181;40
04300V72813_1;780;143;40
34938V72813_2;780;145;40
06970V72811_2;780;524;40
06970V72811_5;780;670;40
06970V72811_1;780;288;40
04211V1677432_1;780;166;40
10236V72161_1;780;143;40
78492V2394249_1;780;178;40
20570V72811_4;780;569;40
17961V72812_3;780;185;40
78492V2394249_2;780;186;40
17961V72812_2;780;258;40
78492V2394249_3;780;468;40
17961V72812_1;780;83;40
17961V72812_4;780;107;40
78492V2394249_4;780;418;40
06750V2429605_4;780;241;40
06750V2429605_1;780;315;40
75341V41863_1;780;333;40
06750V2429605_2;780;231;40
03476V41818_1;780;239;40
03476V41818_2;780;227;40
06750V2429605_3;780;131;40
75341V41863_2;780;314;40
46684V1842951_2;780;203;40
17961V72812_5;780;123;40
44656V72812_1;780;653;40
44210V2411509_1;780;242;40
35002V72811_1;780;407;40
04211V1677432_2;780;125;40
35002V72811_2;780;433;40
20570V72811_3;780;737;40
35002V72811_3;780;852;40
88356V72157_6;780;130;40
77022V72359_2;780;375;40
21571V2394246_1;780;132;40
21571V2394246_3;780;620;40
88356V72157_2;780;34;40
63028V72219_1;780;187;40
88356V72157_1;780;105;40
73951V2394243_3;780;646;40
77022V72359_1;780;326;40
73951V2394243_1;780;107;40
88356V72157_4;780;18;40
81077V72158_4;780;161;40
44656V72812_2;780;519;40
81077V72158_3;780;235;40
40649V2411511_1;780;795;40
65625V41945_2;780;283;40
16219V72812_1;780;505;40
44656V72812_4;780;74;40
16219V72812_4;780;102;40
16219V72812_2;780;524;40
81077V72158_2;780;381;40
16219V72812_3;780;80;40
81077V72158_1;780;193;40
81008V41567_1;780;166;40
35002V72811_2;840;787;40
63028V72219_1;840;398;40
27372V72852_2;840;225;40
75341V41863_2;840;358;40
81077V72158_3;840;276;40
16219V72812_3;840;79;40
77022V72359_1;840;438;40
04300V72813_3;840;183;40
17961V72812_5;840;126;40
06750V2429605_1;840;317;40
34938V72813_1;840;139;40
04211V1677432_2;840;112;40
81008V41567_1;840;260;40
10236V72161_2;840;171;40
06970V72811_4;840;892;40
44656V72812_4;840;97;40
81077V72158_2;840;474;40
81077V72158_1;840;261;40
06750V2429605_4;840;272;40
44656V72812_1;840;809;40
04300V72813_1;840;186;40
06970V72811_2;840;1142;40
46684V1842951_2;840;262;40
73951V2394243_1;840;70;40
17961V72812_1;840;102;40
44210V2411509_1;840;317;40
35002V72811_1;840;568;40
78492V2394249_4;840;511;40
78492V2394249_3;840;552;40
10236V72161_1;840;125;40
21801V72158_2;840;231;40
34938V72813_2;840;167;40
73951V2394243_3;840;557;40
06970V72811_1;840;242;40
65625V41945_2;840;283;40
44656V72812_3;840;99;40
40649V2411511_1;840;720;40
06970V72811_3;840;465;40
17961V72812_2;840;296;40
88356V72157_1;840;152;40
44656V72812_2;840;548;40
20570V72811_3;840;829;40
81077V72158_4;840;343;40
20570V72811_1;840;617;40
88356V72157_2;840;16;40
88356V72157_4;840;11;40
21571V2394246_3;840;541;40
77022V72359_2;840;487;40
16219V72812_4;840;86;40
06750V2429605_3;840;159;40
16219V72812_2;840;558;40
20570V72811_4;840;679;40
36935V72359_1;840;382;40
20570V72811_2;840;902;40
16219V72812_1;840;558;40
06970V72811_6;840;579;40
10236V72161_4;840;14;40
03476V41818_1;840;262;40
88356V72157_6;840;121;40
10236V72161_3;840;91;40
21801V72158_1;840;393;40
03476V41818_2;840;234;40
35002V72811_3;840;1041;40
21571V2394246_1;840;103;40
27372V72852_1;840;356;40
04211V1677432_1;840;318;40
78492V2394249_2;840;214;40
17961V72812_3;840;233;40
06970V72811_5;840;893;40
36935V72359_2;840;165;40
06750V2429605_2;840;253;40
46684V1842951_1;840;197;40
78492V2394249_1;840;335;40
75341V41863_1;840;432;40
17961V72812_4;840;119;40
06970V72811_1;900;168;40
16219V72812_4;900;117;40
17961V72812_4;900;133;40
04300V72813_1;900;255;40
78492V2394249_3;900;852;40
46684V1842951_2;900;431;40
78492V2394249_1;900;739;40
20570V72811_2;900;540;40
78492V2394249_2;900;286;40
17961V72812_2;900;351;40
10236V72161_1;900;184;40
17961V72812_3;900;229;40
17961V72812_5;900;200;40
20570V72811_4;900;1235;40
46684V1842951_1;900;279;40
44656V72812_2;900;564;40
27372V72852_1;900;619;40
16219V72812_2;900;646;40
04300V72813_3;900;283;40
21801V72158_1;900;430;40
10236V72161_2;900;252;40
27372V72852_2;900;243;40
81077V72158_1;900;468;40
77022V72359_2;900;616;40
10236V72161_4;900;30;40
81077V72158_3;900;387;40
10236V72161_3;900;143;40
44656V72812_1;900;867;40
34938V72813_2;900;228;40
21801V72158_2;900;230;40
88356V72157_2;900;25;40
04211V1677432_2;900;158;40
34938V72813_1;900;233;40
81008V41567_1;900;270;40
35002V72811_2;900;644;40
06970V72811_4;900;1113;40
06970V72811_6;900;795;40
88356V72157_6;900;166;40
16219V72812_1;900;660;40
88356V72157_1;900;166;40
75341V41863_2;900;501;40
06750V2429605_1;900;404;40
36935V72359_1;900;585;40
04211V1677432_1;900;266;40
20570V72811_3;900;1374;40
36935V72359_2;900;182;40
75341V41863_1;900;830;40
65625V41945_2;900;464;40
06970V72811_5;900;1400;40
06750V2429605_2;900;280;40
35002V72811_3;900;1562;40
21571V2394246_3;900;497;40
16219V72812_3;900;137;40
63028V72219_1;900;287;40
44656V72812_4;900;75;40
44656V72812_3;900;265;40
44210V2411509_1;900;393;40
20570V72811_1;900;1195;40
81077V72158_4;900;177;40
03476V41818_2;900;281;40
35002V72811_1;900;1186;40
73951V2394243_1;900;72;40
21571V2394246_1;900;58;40
17961V72812_1;900;112;40
78492V2394249_4;900;681;40
77022V72359_1;900;641;40
88356V72157_4;900;11;40
06750V2429605_4;900;299;40
40649V2411511_1;900;363;40
06970V72811_3;900;575;40
81077V72158_2;900;380;40
06750V2429605_3;900;163;40
03476V41818_1;900;567;40
73951V2394243_3;900;531;40
06970V72811_2;900;824;40
44656V72812_4;960;58;40
77022V72359_2;960;438;40
21801V72158_2;960;283;40
21571V2394246_1;960;44;40
17961V72812_4;960;112;40
88356V72157_6;960;138;40
88356V72157_4;960;9;40
88356V72157_2;960;15;40
10236V72161_2;960;211;40
20570V72811_2;960;598;40
35002V72811_3;960;1390;40
73951V2394243_1;960;3;40
46684V1842951_2;960;351;40
44210V2411509_1;960;390;40
81077V72158_2;960;622;40
35002V72811_1;960;863;40
10236V72161_1;960;201;40
73951V2394243_3;960;447;40
81077V72158_1;960;430;40
44656V72812_1;960;677;40
63028V72219_1;960;192;40
04211V1677432_2;960;137;40
44656V72812_2;960;588;40
17961V72812_5;960;160;40
35002V72811_2;960;807;40
77022V72359_1;960;681;40
46684V1842951_1;960;253;40
04211V1677432_1;960;168;40
16219V72812_3;960;110;40
20570V72811_3;960;1227;40
21571V2394246_3;960;355;40
88356V72157_1;960;160;40
21801V72158_1;960;419;40
75341V41863_1;960;743;40
06750V2429605_1;960;415;40
20570V72811_4;960;973;40
06750V2429605_2;960;293;40
34938V72813_1;960;244;40
40649V2411511_1;960;324;40
06970V72811_5;960;1155;40
65625V41945_2;960;349;40
36935V72359_2;960;170;40
78492V2394249_2;960;294;40
04300V72813_3;960;283;40
78492V2394249_4;960;669;40
81008V41567_1;960;243;40
17961V72812_2;960;326;40
81077V72158_3;960;349;40
20570V72811_1;960;871;40
78492V2394249_3;960;879;40
06970V72811_4;960;1066;40
04300V72813_1;960;225;40
27372V72852_2;960;244;40
75341V41863_2;960;438;40
17961V72812_1;960;83;40
16219V72812_2;960;689;40
81077V72158_4;960;187;40
16219V72812_4;960;113;40
10236V72161_3;960;145;40
03476V41818_1;960;604;40
34938V72813_2;960;195;40
78492V2394249_1;960;685;40
06970V72811_3;960;499;40
06750V2429605_3;960;177;40
27372V72852_1;960;624;40
06970V72811_6;960;705;40
06970V72811_1;960;147;40
16219V72812_1;960;597;40
06750V2429605_4;960;279;40
06970V72811_2;960;349;40
36935V72359_1;960;428;40
17961V72812_3;960;204;40
44656V72812_3;960;198;40
03476V41818_2;960;238;40
06970V72811_4;1020;762;40
35002V72811_2;1020;661;40
04211V1677432_2;1020;135;40
40649V2411511_1;1020;282;40
34938V72813_1;1020;222;40
44656V72812_3;1020;56;40
63028V72219_1;1020;179;40
06970V72811_3;1020;418;40
75341V41863_2;1020;448;40
81008V41567_1;1020;235;40
21801V72158_2;1020;247;40
06750V2429605_1;1020;402;40
81077V72158_4;1020;172;40
88356V72157_4;1020;6;40
06750V2429605_3;1020;223;40
06970V72811_6;1020;500;40
88356V72157_6;1020;104;40
88356V72157_2;1020;16;40
36935V72359_1;1020;318;40
03476V41818_2;1020;303;40
21571V2394246_3;1020;239;40
88356V72157_1;1020;114;40
65625V41945_2;1020;283;40
35002V72811_3;1020;956;40
06750V2429605_2;1020;235;40
16219V72812_3;1020;44;40
06970V72811_5;1020;811;40
36935V72359_2;1020;167;40
75341V41863_1;1020;470;40
04211V1677432_1;1020;167;40
44656V72812_4;1020;59;40
44656V72812_1;1020;510;40
16219V72812_1;1020;423;40
73951V2394243_3;1020;365;40
35002V72811_1;1020;481;40
78492V2394249_4;1020;634;40
20570V72811_1;1020;528;40
10236V72161_1;1020;131;40
17961V72812_2;1020;290;40
20570V72811_3;1020;804;40
04300V72813_3;1020;229;40
20570V72811_4;1020;629;40
44656V72812_2;1020;521;40
17961V72812_5;1020;99;40
78492V2394249_2;1020;264;40
46684V1842951_1;1020;212;40
27372V72852_1;1020;328;40
21571V2394246_1;1020;1;40
21801V72158_1;1020;311;40
10236V72161_2;1020;196;40
17961V72812_3;1020;154;40
16219V72812_2;1020;560;40
77022V72359_2;1020;415;40
78492V2394249_1;1020;310;40
16219V72812_4;1020;95;40
17961V72812_4;1020;84;40
10236V72161_3;1020;107;40
78492V2394249_3;1020;574;40
04300V72813_1;1020;193;40
27372V72852_2;1020;278;40
81077V72158_3;1020;270;40
46684V1842951_2;1020;222;40
17961V72812_1;1020;47;40
81077V72158_1;1020;311;40
06750V2429605_4;1020;230;40
81077V72158_2;1020;471;40
20570V72811_2;1020;143;40
06970V72811_2;1020;258;40
06970V72811_1;1020;115;40
77022V72359_1;1020;497;40
34938V72813_2;1020;165;40
03476V41818_1;1020;371;40
44210V2411509_1;1020;374;40
78492V2394249_1;1080;299;40
16219V72812_4;1080;80;40
88356V72157_2;1080;13;40
20570V72811_3;1080;766;40
77022V72359_2;1080;387;40
63028V72219_1;1080;169;40
75341V41863_2;1080;445;40
06750V2429605_3;1080;230;40
17961V72812_3;1080;134;40
81008V41567_1;1080;166;40
17961V72812_4;1080;80;40
73951V2394243_3;1080;24;40
21571V2394246_3;1080;19;40
65625V41945_2;1080;283;40
06750V2429605_1;1080;350;40
75341V41863_1;1080;406;40
88356V72157_1;1080;89;40
77022V72359_1;1080;423;40
44656V72812_1;1080;464;40
44656V72812_4;1080;44;40
78492V2394249_4;1080;591;40
03476V41818_2;1080;299;40
20570V72811_4;1080;594;40
17961V72812_2;1080;258;40
78492V2394249_3;1080;567;40
06750V2429605_4;1080;265;40
78492V2394249_2;1080;238;40
06750V2429605_2;1080;291;40
17961V72812_1;1080;35;40
81077V72158_1;1080;269;40
17961V72812_5;1080;93;40
88356V72157_4;1080;5;40
03476V41818_1;1080;394;40
04300V72813_3;1080;192;40
06970V72811_6;1080;513;40
36935V72359_1;1080;300;40
81077V72158_3;1080;262;40
81077V72158_2;1080;410;40
35002V72811_2;1080;552;40
04211V1677432_2;1080;140;40
16219V72812_2;1080;556;40
20570V72811_2;1080;707;40
34938V72813_1;1080;192;40
06970V72811_4;1080;698;40
06970V72811_3;1080;402;40
34938V72813_2;1080;177;40
44210V2411509_1;1080;277;40
06970V72811_5;1080;749;40
16219V72812_1;1080;451;40
10236V72161_3;1080;96;40
06970V72811_2;1080;175;40
21801V72158_2;1080;212;40
36935V72359_2;1080;194;40
04211V1677432_1;1080;153;40
40649V2411511_1;1080;265;40
35002V72811_3;1080;929;40
81077V72158_4;1080;127;40
27372V72852_2;1080;282;40
46684V1842951_1;1080;192;40
10236V72161_2;1080;157;40
20570V72811_1;1080;435;40
16219V72812_3;1080;42;40
88356V72157_6;1080;103;40
10236V72161_1;1080;93;40
21801V72158_1;1080;314;40
06970V72811_1;1080;85;40
04300V72813_1;1080;207;40
46684V1842951_2;1080;208;40
44656V72812_2;1080;504;40
27372V72852_1;1080;335;40
44656V72812_3;1080;49;40
35002V72811_1;1080;413;40
75341V41863_2;1140;372;40
44656V72812_2;1140;365;40
77022V72359_2;1140;382;40
10236V72161_2;1140;126;40
06970V72811_3;1140;336;40
20570V72811_3;1140;750;40
46684V1842951_1;1140;137;40
34938V72813_1;1140;150;40
78492V2394249_4;1140;495;40
16219V72812_2;1140;383;40
06970V72811_2;1140;180;40
27372V72852_2;1140;205;40
04300V72813_3;1140;174;40
20570V72811_1;1140;380;40
04300V72813_1;1140;167;40
78492V2394249_2;1140;229;40
78492V2394249_3;1140;525;40
88356V72157_4;1140;11;40
44656V72812_4;1140;42;40
06750V2429605_4;1140;246;40
27372V72852_1;1140;270;40
21801V72158_1;1140;258;40
06970V72811_1;1140;68;40
17961V72812_3;1140;95;40
17961V72812_1;1140;36;40
16219V72812_4;1140;61;40
81077V72158_3;1140;240;40
78492V2394249_1;1140;252;40
81008V41567_1;1140;21;40
34938V72813_2;1140;171;40
10236V72161_3;1140;94;40
21801V72158_2;1140;176;40
17961V72812_4;1140;76;40
06970V72811_4;1140;583;40
44656V72812_3;1140;38;40
17961V72812_5;1140;101;40
65625V41945_2;1140;239;40
20570V72811_2;1140;598;40
73951V2394243_3;1140;1;40
16219V72812_1;1140;400;40
06970V72811_5;1140;650;40
03476V41818_1;1140;361;40
06750V2429605_2;1140;328;40
35002V72811_1;1140;308;40
63028V72219_1;1140;127;40
03476V41818_2;1140;265;40
04211V1677432_2;1140;135;40
35002V72811_2;1140;451;40
36935V72359_1;1140;227;40
35002V72811_3;1140;853;40
88356V72157_1;1140;75;40
06970V72811_6;1140;451;40
21571V2394246_3;1140;1;40
81077V72158_1;1140;253;40
40649V2411511_1;1140;190;40
44210V2411509_1;1140;250;40
17961V72812_2;1140;172;40
06750V2429605_1;1140;337;40
44656V72812_1;1140;450;40
10236V72161_1;1140;106;40
20570V72811_4;1140;542;40
46684V1842951_2;1140;188;40
88356V72157_6;1140;79;40
06750V2429605_3;1140;210;40
16219V72812_3;1140;37;40
04211V1677432_1;1140;123;40
75341V41863_1;1140;418;40
81077V72158_4;1140;66;40
81077V72158_2;1140;455;40
36935V72359_2;1140;157;40
88356V72157_2;1140;10;40
77022V72359_1;1140;363;40
78492V2394249_3;1200;517;40
03476V41818_1;1200;330;40
06970V72811_6;1200;384;40
04300V72813_1;1200;128;40
27372V72852_2;1200;177;40
40649V2411511_1;1200;77;40
81077V72158_4;1200;53;40
06750V2429605_3;1200;112;40
65625V41945_2;1200;253;40
06750V2429605_4;1200;190;40
36935V72359_1;1200;266;40
06970V72811_1;1200;21;40
44656V72812_3;1200;38;40
06750V2429605_1;1200;207;40
06970V72811_3;1200;291;40
20570V72811_4;1200;461;40
75341V41863_1;1200;333;40
34938V72813_1;1200;135;40
36935V72359_2;1200;115;40
75341V41863_2;1200;247;40
17961V72812_1;1200;30;40
78492V2394249_4;1200;320;40
16219V72812_1;1200;380;40
03476V41818_2;1200;214;40
06970V72811_5;1200;626;40
34938V72813_2;1200;126;40
06750V2429605_2;1200;255;40
06970V72811_4;1200;515;40
81008V41567_1;1200;28;40
81077V72158_3;1200;228;40
06970V72811_2;1200;101;40
16219V72812_3;1200;36;40
04211V1677432_1;1200;76;40
35002V72811_2;1200;345;40
16219V72812_2;1200;315;40
10236V72161_3;1200;90;40
46684V1842951_2;1200;175;40
04211V1677432_2;1200;125;40
21801V72158_2;1200;119;40
17961V72812_4;1200;50;40
63028V72219_1;1200;109;40
20570V72811_3;1200;625;40
44656V72812_2;1200;319;40
78492V2394249_1;1200;208;40
20570V72811_2;1200;475;40
77022V72359_2;1200;339;40
10236V72161_2;1200;125;40
46684V1842951_1;1200;136;40
17961V72812_2;1200;146;40
17961V72812_5;1200;94;40
35002V72811_1;1200;293;40
44210V2411509_1;1200;148;40
10236V72161_1;1200;94;40
81077V72158_2;1200;344;40
81077V72158_1;1200;169;40
88356V72157_1;1200;80;40
77022V72359_1;1200;312;40
44656V72812_1;1200;462;40
16219V72812_4;1200;47;40
27372V72852_1;1200;224;40
88356V72157_6;1200;94;40
44656V72812_4;1200;38;40
78492V2394249_2;1200;145;40
21801V72158_1;1200;208;40
88356V72157_2;1200;6;40
04300V72813_3;1200;170;40
88356V72157_4;1200;6;40
35002V72811_3;1200;699;40
17961V72812_3;1200;126;40
20570V72811_1;1200;334;40
88356V72157_4;1260;10;40
16219V72812_3;1260;44;40
44210V2411509_1;1260;112;40
06750V2429605_3;1260;50;40
06970V72811_4;1260;402;40
46684V1842951_2;1260;124;40
44656V72812_3;1260;63;40
20570V72811_4;1260;362;40
81077V72158_4;1260;22;40
03476V41818_2;1260;139;40
35002V72811_1;1260;157;40
88356V72157_1;1260;49;40
88356V72157_6;1260;57;40
06970V72811_6;1260;340;40
03476V41818_1;1260;230;40
04211V1677432_1;1260;52;40
40649V2411511_1;1260;46;40
35002V72811_2;1260;208;40
35002V72811_3;1260;541;40
81077V72158_1;1260;122;40
44656V72812_1;1260;411;40
36935V72359_1;1260;211;40
06750V2429605_2;1260;117;40
65625V41945_2;1260;179;40
06970V72811_5;1260;419;40
63028V72219_1;1260;61;40
20570V72811_2;1260;304;40
04211V1677432_2;1260;98;40
17961V72812_2;1260;153;40
81077V72158_2;1260;236;40
06750V2429605_1;1260;100;40
77022V72359_1;1260;247;40
10236V72161_3;1260;64;40
34938V72813_2;1260;100;40
78492V2394249_1;1260;144;40
06970V72811_1;1260;9;40
21801V72158_1;1260;199;40
17961V72812_3;1260;104;40
17961V72812_1;1260;44;40
16219V72812_4;1260;36;40
78492V2394249_3;1260;409;40
20570V72811_1;1260;215;40
78492V2394249_2;1260;91;40
04300V72813_1;1260;119;40
81008V41567_1;1260;10;40
06750V2429605_4;1260;81;40
04300V72813_3;1260;132;40
27372V72852_2;1260;140;40
16219V72812_2;1260;264;40
21801V72158_2;1260;71;40
81077V72158_3;1260;135;40
78492V2394249_4;1260;224;40
10236V72161_1;1260;80;40
36935V72359_2;1260;68;40
17961V72812_5;1260;100;40
46684V1842951_1;1260;84;40
75341V41863_1;1260;276;40
16219V72812_1;1260;357;40
06970V72811_3;1260;257;40
17961V72812_4;1260;53;40
77022V72359_2;1260;264;40
10236V72161_2;1260;95;40
34938V72813_1;1260;80;40
44656V72812_2;1260;342;40
75341V41863_2;1260;191;40
20570V72811_3;1260;479;40
06970V72811_2;1260;69;40
44656V72812_4;1260;14;40
27372V72852_1;1260;266;40
44656V72812_1;1320;293;40
20570V72811_3;1320;315;40
20570V72811_4;1320;276;40
20570V72811_1;1320;119;40
44656V72812_3;1320;32;40
44656V72812_2;1320;112;40
20570V72811_2;1320;234;40
06750V2429605_4;1320;60;40
65625V41945_2;1320;125;40
06750V2429605_3;1320;46;40
27372V72852_1;1320;130;40
21801V72158_1;1320;123;40
10236V72161_3;1320;35;40
21801V72158_2;1320;39;40
10236V72161_2;1320;59;40
46684V1842951_1;1320;64;40
10236V72161_1;1320;42;40
46684V1842951_2;1320;82;40
44210V2411509_1;1320;88;40
35002V72811_1;1320;82;40
04211V1677432_2;1320;69;40
35002V72811_2;1320;153;40
04211V1677432_1;1320;31;40
88356V72157_6;1320;46;40
35002V72811_3;1320;406;40
04300V72813_3;1320;162;40
27372V72852_2;1320;70;40
04300V72813_1;1320;137;40
34938V72813_2;1320;138;40
16219V72812_4;1320;23;40
81077V72158_1;1320;63;40
16219V72812_3;1320;16;40
81077V72158_2;1320;134;40
16219V72812_2;1320;133;40
81077V72158_3;1320;99;40
16219V72812_1;1320;193;40
88356V72157_4;1320;7;40
81077V72158_4;1320;17;40
06970V72811_5;1320;264;40
36935V72359_1;1320;138;40
06970V72811_4;1320;299;40
36935V72359_2;1320;40;40
06970V72811_3;1320;103;40
34938V72813_1;1320;125;40
06970V72811_2;1320;24;40
06970V72811_6;1320;209;40
88356V72157_1;1320;44;40
44656V72812_4;1320;11;40
77022V72359_1;1320;182;40
03476V41818_1;1320;124;40
06750V2429605_2;1320;113;40
03476V41818_2;1320;119;40
06750V2429605_1;1320;112;40
75341V41863_1;1320;178;40
78492V2394249_4;1320;173;40
75341V41863_2;1320;133;40
17961V72812_1;1320;19;40
78492V2394249_3;1320;168;40
63028V72219_1;1320;31;40
78492V2394249_2;1320;52;40
17961V72812_3;1320;67;40
78492V2394249_1;1320;65;40
17961V72812_4;1320;22;40
17961V72812_2;1320;49;40
77022V72359_2;1320;183;40
17961V72812_5;1320;54;40
04211V1677432_2;1380;28;40
06970V72811_3;1380;61;40
36935V72359_2;1380;22;40
44656V72812_1;1380;98;40
78492V2394249_4;1380;83;40
06970V72811_4;1380;156;40
44656V72812_3;1380;16;40
36935V72359_1;1380;71;40
75341V41863_1;1380;74;40
06970V72811_5;1380;129;40
17961V72812_5;1380;29;40
06750V2429605_1;1380;44;40
88356V72157_6;1380;27;40
06970V72811_6;1380;138;40
16219V72812_1;1380;93;40
81077V72158_3;1380;30;40
35002V72811_3;1380;181;40
20570V72811_4;1380;164;40
16219V72812_2;1380;64;40
81077V72158_2;1380;71;40
77022V72359_1;1380;89;40
06750V2429605_2;1380;41;40
16219V72812_3;1380;15;40
81077V72158_1;1380;41;40
03476V41818_1;1380;72;40
88356V72157_1;1380;20;40
16219V72812_4;1380;20;40
03476V41818_2;1380;74;40
75341V41863_2;1380;42;40
34938V72813_1;1380;91;40
65625V41945_2;1380;46;40
17961V72812_4;1380;10;40
44210V2411509_1;1380;40;40
06750V2429605_3;1380;30;40
20570V72811_3;1380;155;40
78492V2394249_1;1380;33;40
10236V72161_1;1380;31;40
46684V1842951_1;1380;22;40
17961V72812_3;1380;26;40
20570V72811_2;1380;130;40
10236V72161_2;1380;55;40
21801V72158_2;1380;9;40
77022V72359_2;1380;80;40
78492V2394249_2;1380;34;40
44656V72812_2;1380;54;40
10236V72161_3;1380;36;40
21801V72158_1;1380;47;40
17961V72812_2;1380;29;40
06750V2429605_4;1380;17;40
20570V72811_1;1380;47;40
27372V72852_1;1380;74;40
04300V72813_3;1380;101;40
35002V72811_2;1380;68;40
17961V72812_1;1380;5;40
27372V72852_2;1380;41;40
04300V72813_1;1380;88;40
34938V72813_2;1380;87;40
78492V2394249_3;1380;104;40
35002V72811_1;1380;24;40
46684V1842951_2;1380;42;40
