Detector,Time,qPKW
21801V72158_2,12290,1
27372V72852_2,12290,1
04300V72813_1,12300,1
16219V72812_1,12300,1
81077V72158_2,12300,1
04300V72813_3,12310,1
10236V72161_1,12310,1
10236V72161_2,12310,2
10236V72161_4,12310,1
21801V72158_1,12310,1
27372V72852_2,12310,1
10236V72161_2,12320,1
21801V72158_1,12320,1
27372V72852_1,12320,1
16219V72812_1,12330,1
16219V72812_2,12330,1
16219V72812_1,12340,1
04211V1677432_1,12360,1
16219V72812_2,12360,1
04211V1677432_1,12370,1
04211V1677432_2,12370,1
16219V72812_2,12370,1
21801V72158_1,12370,1
81077V72158_1,12370,1
04300V72813_1,12380,1
04300V72813_3,12380,1
16219V72812_2,12380,1
04300V72813_3,12390,1
10236V72161_2,12390,1
16219V72812_2,12390,1
10236V72161_1,12410,1
04300V72813_3,12430,1
16219V72812_2,12430,1
21801V72158_1,12430,1
04300V72813_1,12440,1
16219V72812_2,12440,1
21801V72158_1,12440,1
27372V72852_2,12440,1
16219V72812_1,12450,1
81077V72158_2,12460,1
10236V72161_1,12470,1
10236V72161_3,12470,1
16219V72812_2,12470,1
10236V72161_3,12480,1
16219V72812_2,12480,1
10236V72161_2,12490,1
16219V72812_1,12490,1
21801V72158_1,12490,1
27372V72852_2,12490,1
10236V72161_2,12500,1
16219V72812_2,12500,1
21801V72158_1,12500,1
04300V72813_1,12510,1
16219V72812_1,12510,1
21801V72158_1,12510,1
27372V72852_2,12510,1
04300V72813_3,12520,1
27372V72852_1,12520,1
16219V72812_1,12530,1
81077V72158_3,12530,1
10236V72161_4,12540,1
16219V72812_1,12540,1
27372V72852_1,12540,1
10236V72161_2,12550,1
10236V72161_4,12550,1
27372V72852_1,12550,1
04300V72813_3,12560,1
10236V72161_1,12560,1
10236V72161_3,12560,1
16219V72812_1,12560,1
04300V72813_1,12570,1
04300V72813_3,12570,1
10236V72161_3,12570,1
16219V72812_1,12570,1
16219V72812_2,12570,1
16219V72812_1,12580,1
10236V72161_2,12600,1
10236V72161_4,12610,1
81077V72158_1,12620,1
81077V72158_2,12620,1
10236V72161_1,12630,1
16219V72812_3,12630,1
10236V72161_2,12640,1
10236V72161_4,12640,1
16219V72812_2,12640,1
21801V72158_1,12640,1
21801V72158_2,12640,1
27372V72852_1,12640,1
81077V72158_3,12640,1
04211V1677432_2,12650,1
04300V72813_1,12650,1
10236V72161_2,12650,1
16219V72812_2,12650,1
21801V72158_1,12650,1
21801V72158_2,12650,1
10236V72161_3,12660,1
10236V72161_1,12680,1
10236V72161_2,12680,1
10236V72161_4,12680,1
16219V72812_1,12680,1
27372V72852_1,12680,1
04300V72813_1,12690,1
10236V72161_1,12690,1
16219V72812_1,12690,1
10236V72161_3,12710,1
16219V72812_1,12710,1
16219V72812_1,12720,1
16219V72812_1,12730,1
10236V72161_2,12740,1
27372V72852_2,12740,2
88356V72157_1,12740,1
04300V72813_1,12750,1
10236V72161_4,12750,1
10236V72161_1,12760,1
10236V72161_2,12760,1
21801V72158_1,12760,1
10236V72161_2,12770,1
16219V72812_1,12770,1
88356V72157_6,12770,1
04211V1677432_1,12780,1
10236V72161_3,12780,1
04300V72813_3,12790,1
10236V72161_4,12790,1
81077V72158_2,12790,1
88356V72157_1,12790,1
04300V72813_3,12800,1
10236V72161_2,12800,1
10236V72161_3,12800,1
16219V72812_1,12800,2
21801V72158_2,12800,1
04300V72813_3,12810,2
10236V72161_2,12810,1
10236V72161_4,12810,1
16219V72812_1,12810,2
04300V72813_1,12820,1
04300V72813_3,12820,1
16219V72812_1,12820,1
04300V72813_3,12830,1
10236V72161_2,12830,1
21801V72158_2,12830,1
04300V72813_3,12840,1
10236V72161_4,12840,1
21801V72158_1,12840,1
81077V72158_3,12840,1
10236V72161_3,12850,1
16219V72812_2,12850,3
16219V72812_2,12860,1
16219V72812_4,12860,1
10236V72161_2,12870,1
27372V72852_2,12870,1
04300V72813_1,12880,1
04300V72813_3,12880,1
10236V72161_2,12880,1
10236V72161_4,12880,1
16219V72812_1,12880,1
16219V72812_2,12880,1
81077V72158_1,12880,1
16219V72812_1,12890,1
21801V72158_1,12890,1
21801V72158_1,12900,1
21801V72158_1,12910,1
04300V72813_3,12920,1
16219V72812_2,12920,1
21801V72158_1,12920,1
16219V72812_2,12930,1
21801V72158_1,12930,2
04211V1677432_1,12950,1
04300V72813_1,12950,1
10236V72161_1,12950,1
10236V72161_3,12950,1
81077V72158_2,12950,1
10236V72161_1,12970,1
10236V72161_2,12970,1
04300V72813_3,12980,1
16219V72812_1,12980,1
16219V72812_2,12980,1
27372V72852_1,12980,1
10236V72161_1,12990,1
10236V72161_3,12990,1
16219V72812_1,12990,1
16219V72812_2,12990,1
10236V72161_3,13000,1
16219V72812_1,13000,2
27372V72852_1,13000,1
04300V72813_1,13010,1
16219V72812_1,13010,1
16219V72812_2,13010,1
21801V72158_1,13010,1
10236V72161_3,13020,1
16219V72812_2,13020,1
04211V1677432_2,13030,1
10236V72161_2,13030,1
16219V72812_2,13030,1
10236V72161_3,13040,1
16219V72812_1,13050,1
27372V72852_2,13050,1
04300V72813_3,13060,1
16219V72812_1,13060,1
16219V72812_2,13060,1
27372V72852_2,13060,2
04300V72813_1,13070,1
27372V72852_1,13080,1
16219V72812_1,13090,1
16219V72812_2,13090,2
10236V72161_2,13100,1
10236V72161_4,13100,2
27372V72852_1,13100,1
10236V72161_1,13110,1
10236V72161_3,13110,1
10236V72161_4,13110,1
81077V72158_3,13110,1
10236V72161_3,13120,1
16219V72812_1,13120,1
21801V72158_1,13120,1
81077V72158_2,13120,1
04300V72813_3,13130,1
16219V72812_1,13130,1
16219V72812_2,13130,1
21801V72158_1,13130,1
81077V72158_3,13130,1
04300V72813_1,13140,1
04300V72813_3,13140,1
10236V72161_1,13140,1
27372V72852_1,13140,1
81077V72158_1,13140,1
88356V72157_6,13140,1
10236V72161_1,13150,1
10236V72161_1,13160,1
04300V72813_3,13170,1
16219V72812_1,13170,2
16219V72812_2,13170,1
21801V72158_2,13170,1
27372V72852_1,13170,1
10236V72161_1,13180,1
27372V72852_2,13180,1
04300V72813_1,13200,1
21801V72158_1,13200,1
04300V72813_3,13210,1
10236V72161_3,13210,1
16219V72812_2,13240,2
27372V72852_1,13240,1
16219V72812_1,13250,1
04300V72813_3,13260,1
10236V72161_3,13260,1
04211V1677432_1,13270,1
04300V72813_1,13270,1
10236V72161_4,13270,2
16219V72812_1,13270,1
04300V72813_3,13280,1
16219V72812_1,13280,2
16219V72812_2,13280,1
81077V72158_2,13280,1
04300V72813_3,13290,2
16219V72812_1,13290,1
16219V72812_3,13290,1
04300V72813_3,13300,1
10236V72161_1,13300,1
10236V72161_2,13300,1
16219V72812_1,13310,1
27372V72852_2,13310,1
88356V72157_6,13310,1
10236V72161_1,13320,1
10236V72161_4,13320,1
16219V72812_2,13320,1
04300V72813_1,13330,1
16219V72812_2,13330,1
21801V72158_1,13330,1
04211V1677432_2,13340,1
10236V72161_1,13340,1
10236V72161_3,13340,1
10236V72161_4,13340,1
16219V72812_1,13340,1
21801V72158_1,13340,1
10236V72161_3,13350,1
16219V72812_2,13350,1
16219V72812_4,13350,1
04300V72813_3,13360,1
10236V72161_2,13360,2
10236V72161_2,13370,1
16219V72812_1,13370,1
16219V72812_2,13370,1
21801V72158_1,13370,1
10236V72161_3,13380,1
16219V72812_1,13380,1
16219V72812_2,13380,1
21801V72158_1,13380,1
10236V72161_1,13390,1
10236V72161_3,13390,1
16219V72812_1,13390,1
16219V72812_4,13390,1
81077V72158_3,13390,1
04300V72813_1,13400,1
10236V72161_1,13400,1
16219V72812_2,13400,1
21801V72158_1,13400,1
81077V72158_1,13400,1
27372V72852_1,13410,1
10236V72161_1,13420,1
10236V72161_2,13420,1
16219V72812_1,13420,1
10236V72161_1,13430,1
10236V72161_2,13430,1
10236V72161_4,13430,1
27372V72852_1,13430,1
10236V72161_1,13440,1
16219V72812_2,13440,1
81077V72158_2,13440,1
16219V72812_2,13450,2
04300V72813_1,13460,1
16219V72812_2,13460,1
88356V72157_1,13460,1
10236V72161_4,13470,1
16219V72812_1,13470,1
16219V72812_2,13470,1
27372V72852_1,13470,1
27372V72852_2,13470,1
10236V72161_4,13480,1
21801V72158_1,13480,1
27372V72852_1,13480,1
10236V72161_2,13490,1
10236V72161_3,13490,1
16219V72812_1,13490,1
21801V72158_1,13490,1
27372V72852_2,13490,1
10236V72161_2,13500,2
16219V72812_1,13500,2
16219V72812_2,13500,1
16219V72812_4,13500,1
21801V72158_1,13500,1
10236V72161_3,13510,1
16219V72812_1,13510,1
21801V72158_1,13510,1
81077V72158_3,13510,1
04211V1677432_2,13520,1
04300V72813_1,13520,1
10236V72161_2,13520,1
16219V72812_1,13520,1
27372V72852_2,13520,1
04211V1677432_2,13530,1
04300V72813_3,13530,1
10236V72161_2,13530,1
10236V72161_3,13530,1
16219V72812_1,13530,1
04300V72813_3,13540,1
16219V72812_1,13540,1
10236V72161_1,13550,1
16219V72812_1,13550,1
16219V72812_1,13560,1
21801V72158_1,13570,1
21801V72158_2,13570,1
04211V1677432_1,13580,1
10236V72161_4,13580,1
16219V72812_1,13580,1
21801V72158_1,13580,1
04300V72813_1,13590,1
10236V72161_3,13590,1
16219V72812_2,13590,1
10236V72161_3,13600,1
16219V72812_2,13600,1
27372V72852_1,13600,1
27372V72852_2,13600,1
10236V72161_3,13610,1
16219V72812_2,13610,1
81077V72158_2,13610,1
10236V72161_1,13640,1
16219V72812_1,13640,1
16219V72812_2,13640,1
21801V72158_1,13640,1
10236V72161_4,13650,1
16219V72812_1,13650,1
21801V72158_2,13650,1
81077V72158_1,13650,1
04300V72813_1,13660,1
04300V72813_3,13660,1
10236V72161_1,13660,1
16219V72812_2,13660,1
04300V72813_3,13670,1
10236V72161_3,13670,1
16219V72812_1,13670,1
16219V72812_2,13670,1
04300V72813_3,13680,1
10236V72161_2,13680,1
16219V72812_2,13680,2
27372V72852_1,13680,1
04300V72813_3,13690,1
10236V72161_1,13690,1
10236V72161_3,13690,1
16219V72812_2,13690,1
27372V72852_1,13690,1
10236V72161_4,13700,1
21801V72158_1,13710,1
04300V72813_1,13720,1
04300V72813_3,13720,1
16219V72812_1,13720,1
21801V72158_1,13720,1
27372V72852_2,13720,1
04300V72813_3,13730,2
27372V72852_2,13730,1
04300V72813_3,13740,2
81077V72158_3,13750,1
10236V72161_3,13760,1
16219V72812_1,13760,1
16219V72812_2,13760,1
16219V72812_1,13770,1
16219V72812_2,13770,2
21801V72158_1,13770,1
81077V72158_2,13770,1
16219V72812_2,13780,1
27372V72852_1,13780,1
04300V72813_1,13790,1
10236V72161_2,13790,1
16219V72812_1,13810,1
27372V72852_2,13810,1
04300V72813_3,13820,1
16219V72812_1,13820,1
21801V72158_1,13820,1
16219V72812_1,13830,2
04300V72813_3,13840,1
10236V72161_1,13840,1
04300V72813_1,13860,1
10236V72161_3,13860,1
04211V1677432_1,13870,1
10236V72161_2,13870,1
16219V72812_2,13870,1
04300V72813_3,13880,1
16219V72812_1,13880,1
16219V72812_2,13880,1
16219V72812_3,13880,1
04300V72813_3,13890,1
16219V72812_2,13900,1
04211V1677432_2,13910,1
04300V72813_1,13910,1
10236V72161_3,13910,1
16219V72812_2,13910,1
21801V72158_1,13910,2
81077V72158_1,13910,1
16219V72812_1,13920,1
21801V72158_1,13920,1
21801V72158_1,13930,1
21801V72158_2,13930,1
81077V72158_2,13930,1
16219V72812_2,13940,1
27372V72852_1,13940,1
10236V72161_2,13950,1
10236V72161_4,13950,1
81077V72158_3,13950,1
16219V72812_1,13960,1
04300V72813_1,13970,1
10236V72161_3,13970,1
16219V72812_1,13970,1
88356V72157_1,13970,1
21801V72158_1,13980,1
88356V72157_1,13980,1
16219V72812_2,13990,1
21801V72158_1,13990,1
10236V72161_1,14000,1
21801V72158_1,14000,1
10236V72161_1,14010,1
10236V72161_3,14010,1
10236V72161_2,14020,1
16219V72812_1,14020,1
21801V72158_1,14020,1
27372V72852_1,14020,1
04300V72813_3,14030,1
16219V72812_2,14030,1
04300V72813_1,14040,1
04300V72813_3,14040,1
10236V72161_2,14040,1
10236V72161_3,14040,1
16219V72812_1,14040,1
21801V72158_1,14040,1
21801V72158_2,14040,1
27372V72852_1,14040,1
10236V72161_2,14050,1
10236V72161_3,14050,1
16219V72812_1,14050,1
10236V72161_1,14060,1
10236V72161_2,14060,1
16219V72812_2,14060,1
27372V72852_1,14060,1
27372V72852_2,14060,1
16219V72812_1,14070,1
27372V72852_1,14070,1
16219V72812_1,14080,1
16219V72812_2,14080,1
16219V72812_4,14080,1
21801V72158_2,14080,1
27372V72852_2,14080,1
88356V72157_1,14080,1
88356V72157_6,14080,1
04300V72813_3,14090,2
21801V72158_1,14090,1
04300V72813_1,14100,1
04300V72813_3,14100,2
81077V72158_2,14100,1
16219V72812_2,14110,1
10236V72161_1,14120,1
16219V72812_1,14120,1
04211V1677432_2,14130,1
16219V72812_1,14130,1
81077V72158_3,14130,1
04211V1677432_1,14140,1
10236V72161_1,14140,1
10236V72161_2,14140,2
16219V72812_2,14140,1
16219V72812_1,14150,1
21801V72158_1,14150,1
10236V72161_1,14160,1
21801V72158_1,14160,1
27372V72852_2,14160,1
04300V72813_1,14170,1
10236V72161_1,14170,1
10236V72161_2,14170,1
16219V72812_1,14170,1
81077V72158_1,14170,1
10236V72161_3,14180,1
10236V72161_4,14180,1
10236V72161_3,14190,1
10236V72161_3,14200,1
10236V72161_2,14210,1
16219V72812_1,14210,1
27372V72852_2,14210,1
10236V72161_4,14220,1
16219V72812_1,14220,1
16219V72812_2,14220,1
04300V72813_1,14230,1
10236V72161_3,14230,1
16219V72812_2,14230,1
21801V72158_1,14230,1
16219V72812_2,14240,2
16219V72812_4,14240,1
21801V72158_1,14240,1
27372V72852_1,14240,1
10236V72161_1,14260,1
81077V72158_2,14260,1
10236V72161_1,14270,1
10236V72161_2,14270,1
10236V72161_3,14270,1
16219V72812_2,14270,1
27372V72852_1,14270,1
27372V72852_2,14270,1
10236V72161_1,14290,1
21801V72158_1,14290,1
04300V72813_1,14300,1
10236V72161_3,14300,1
16219V72812_1,14300,1
16219V72812_2,14300,1
21801V72158_1,14300,1
21801V72158_2,14300,1
04300V72813_1,14310,1
04300V72813_3,14310,1
16219V72812_2,14310,2
10236V72161_3,14320,1
16219V72812_1,14330,1
10236V72161_1,14340,1
16219V72812_1,14340,1
21801V72158_2,14350,1
04300V72813_1,14360,1
04300V72813_3,14360,1
10236V72161_1,14370,1
16219V72812_1,14370,1
27372V72852_2,14370,1
10236V72161_1,14380,1
10236V72161_1,14390,1
16219V72812_2,14400,1
21801V72158_1,14400,1
16219V72812_2,14410,2
04300V72813_1,14420,1
16219V72812_2,14420,1
81077V72158_1,14420,1
81077V72158_2,14420,1
10236V72161_1,14430,1
21801V72158_1,14430,1
21801V72158_2,14430,1
27372V72852_2,14430,1
04300V72813_3,14440,1
10236V72161_4,14440,1
16219V72812_1,14440,2
16219V72812_2,14440,1
81077V72158_3,14440,1
04211V1677432_2,14450,1
10236V72161_4,14450,1
16219V72812_1,14450,1
16219V72812_2,14450,1
16219V72812_4,14450,1
04211V1677432_1,14460,1
04300V72813_3,14460,1
10236V72161_3,14460,1
27372V72852_1,14460,1
04300V72813_3,14470,2
16219V72812_1,14470,1
16219V72812_3,14470,1
21801V72158_1,14470,1
27372V72852_2,14470,1
04300V72813_3,14480,1
10236V72161_3,14480,1
10236V72161_4,14480,1
04300V72813_3,14490,1
16219V72812_1,14490,1
16219V72812_2,14490,1
16219V72812_3,14490,1
10236V72161_1,14500,1
10236V72161_2,14500,1
10236V72161_2,14510,2
16219V72812_2,14510,1
10236V72161_1,14520,1
10236V72161_2,14520,1
16219V72812_2,14520,1
04300V72813_1,14530,1
10236V72161_1,14530,1
10236V72161_2,14530,1
21801V72158_2,14530,1
16219V72812_2,14540,1
10236V72161_2,14550,1
10236V72161_3,14560,1
16219V72812_2,14560,1
81077V72158_3,14560,1
10236V72161_1,14570,1
16219V72812_2,14570,3
88356V72157_6,14570,1
04300V72813_3,14580,1
27372V72852_1,14600,1
88356V72157_6,14600,1
10236V72161_3,14610,1
10236V72161_4,14610,1
27372V72852_1,14620,2
04300V72813_1,14630,1
27372V72852_1,14630,1
88356V72157_1,14630,1
10236V72161_1,14640,1
10236V72161_2,14660,1
27372V72852_1,14660,1
10236V72161_2,14670,1
27372V72852_1,14670,1
88356V72157_4,14670,1
10236V72161_2,14680,1
10236V72161_3,14680,1
10236V72161_1,14690,1
21801V72158_2,14690,1
10236V72161_4,14700,2
81077V72158_2,14700,1
88356V72157_1,14700,1
10236V72161_3,14710,1
10236V72161_1,14720,1
10236V72161_1,14730,1
16219V72812_1,14730,1
04300V72813_1,14740,1
04300V72813_3,14740,1
10236V72161_4,14740,1
16219V72812_1,14740,1
16219V72812_2,14740,1
16219V72812_3,14740,1
27372V72852_1,14740,1
16219V72812_2,14750,1
27372V72852_2,14750,1
88356V72157_4,14760,1
10236V72161_3,14770,1
27372V72852_1,14770,1
81077V72158_1,14780,1
10236V72161_1,14790,1
16219V72812_1,14820,1
27372V72852_2,14820,1
04300V72813_1,14840,1
10236V72161_3,14840,1
21801V72158_2,14840,1
04300V72813_3,14850,1
10236V72161_1,14850,1
10236V72161_4,14850,1
16219V72812_2,14850,1
21801V72158_2,14850,1
10236V72161_1,14890,1
10236V72161_2,14890,1
10236V72161_4,14890,1
10236V72161_2,14900,1
16219V72812_1,14910,1
10236V72161_3,14920,1
16219V72812_2,14920,1
16219V72812_1,14930,1
16219V72812_2,14930,1
27372V72852_1,14930,1
04300V72813_1,14940,1
16219V72812_2,14940,2
27372V72852_1,14950,1
10236V72161_1,14960,1
10236V72161_1,14970,1
81077V72158_3,14970,1
04211V1677432_2,14980,1
16219V72812_2,14980,1
21801V72158_1,14980,1
81077V72158_2,14980,1
10236V72161_4,14990,1
10236V72161_2,15000,1
16219V72812_2,15000,1
10236V72161_2,15010,1
16219V72812_2,15010,2
10236V72161_4,15020,1
16219V72812_2,15020,2
16219V72812_4,15020,1
16219V72812_2,15030,1
27372V72852_2,15030,1
04300V72813_1,15040,1
10236V72161_1,15040,1
16219V72812_2,15040,1
27372V72852_2,15040,1
16219V72812_2,15050,1
16219V72812_1,15060,1
16219V72812_2,15060,1
21801V72158_2,15060,1
88356V72157_6,15060,1
88356V72157_6,15070,1
04300V72813_3,15080,1
88356V72157_6,15080,1
04300V72813_3,15090,1
10236V72161_4,15090,1
88356V72157_6,15090,1
04300V72813_3,15100,1
10236V72161_2,15100,1
10236V72161_4,15100,1
88356V72157_6,15100,1
04300V72813_3,15110,1
16219V72812_1,15110,1
88356V72157_6,15110,1
04300V72813_3,15120,1
88356V72157_6,15120,2
04300V72813_3,15130,2
88356V72157_6,15130,1
04300V72813_1,15140,1
04300V72813_3,15140,1
81077V72158_1,15140,1
88356V72157_6,15140,1
04300V72813_3,15150,1
27372V72852_1,15150,1
88356V72157_6,15150,1
04211V1677432_1,15160,1
88356V72157_6,15160,1
88356V72157_6,15170,1
10236V72161_3,15180,1
27372V72852_1,15180,1
88356V72157_6,15180,1
10236V72161_3,15190,1
10236V72161_1,15200,1
10236V72161_2,15200,1
10236V72161_3,15200,1
16219V72812_2,15200,1
16219V72812_1,15220,1
81077V72158_4,15220,1
10236V72161_1,15230,1
16219V72812_2,15230,1
16219V72812_2,15240,1
04300V72813_1,15250,1
16219V72812_1,15250,1
16219V72812_2,15250,1
16219V72812_2,15260,1
81077V72158_2,15260,1
10236V72161_4,15310,1
16219V72812_2,15310,1
27372V72852_2,15330,1
10236V72161_3,15350,1
10236V72161_4,15350,1
16219V72812_1,15350,1
21801V72158_1,15350,1
04211V1677432_2,15360,1
04300V72813_1,15360,1
16219V72812_1,15360,1
21801V72158_1,15360,1
27372V72852_2,15390,1
16219V72812_1,15400,1
16219V72812_2,15400,1
16219V72812_1,15410,1
16219V72812_1,15420,1
10236V72161_3,15440,1
81077V72158_3,15440,1
04300V72813_1,15450,1
21801V72158_1,15450,1
10236V72161_1,15460,1
16219V72812_2,15460,1
21801V72158_1,15460,1
10236V72161_2,15480,1
10236V72161_4,15480,1
04300V72813_3,15490,1
04300V72813_3,15500,2
10236V72161_1,15500,1
10236V72161_4,15500,1
27372V72852_1,15500,1
81077V72158_1,15500,1
04300V72813_3,15510,1
81077V72158_2,15530,1
81077V72158_4,15530,1
10236V72161_1,15550,1
16219V72812_1,15550,1
16219V72812_2,15550,1
88356V72157_1,15550,1
04300V72813_1,15560,1
10236V72161_1,15560,1
16219V72812_2,15560,1
21801V72158_1,15560,1
88356V72157_1,15560,1
10236V72161_1,15570,1
21801V72158_1,15570,1
16219V72812_2,15610,1
04300V72813_1,15660,1
16219V72812_1,15660,1
10236V72161_1,15670,1
04300V72813_3,15690,1
16219V72812_1,15690,1
16219V72812_2,15710,1
10236V72161_3,15720,1
27372V72852_1,15720,1
10236V72161_2,15730,1
04300V72813_1,15760,1
04211V1677432_2,15770,1
04300V72813_3,15780,1
10236V72161_1,15780,1
16219V72812_2,15780,1
04300V72813_3,15790,1
27372V72852_1,15810,1
81077V72158_2,15810,1
10236V72161_2,15820,1
16219V72812_2,15820,1
27372V72852_1,15830,1
81077V72158_3,15840,1
21801V72158_1,15850,1
04300V72813_1,15860,1
16219V72812_2,15860,1
81077V72158_1,15860,1
16219V72812_2,15870,1
04211V1677432_1,15880,1
10236V72161_4,15880,1
27372V72852_1,15880,1
16219V72812_1,15900,1
10236V72161_4,15910,1
04300V72813_3,15920,1
10236V72161_3,15920,1
10236V72161_4,15920,1
16219V72812_2,15930,1
10236V72161_3,15950,1
16219V72812_1,15950,1
27372V72852_1,15950,1
10236V72161_3,15960,1
16219V72812_2,15960,1
04300V72813_1,15970,1
21801V72158_1,15970,1
21801V72158_1,15980,1
21801V72158_2,15980,1
21801V72158_1,15990,1
88356V72157_1,15990,1
21801V72158_1,16000,1
27372V72852_2,16000,1
10236V72161_2,16010,1
10236V72161_4,16020,1
04211V1677432_2,16030,1
16219V72812_1,16030,1
16219V72812_2,16040,1
04300V72813_1,16080,1
04300V72813_3,16080,1
10236V72161_3,16080,1
10236V72161_4,16090,1
81077V72158_2,16090,1
10236V72161_2,16100,1
10236V72161_4,16100,1
10236V72161_2,16110,1
10236V72161_2,16120,1
16219V72812_1,16120,1
16219V72812_2,16120,1
10236V72161_4,16130,1
16219V72812_1,16130,1
16219V72812_1,16140,1
10236V72161_4,16150,1
16219V72812_1,16150,1
16219V72812_2,16150,1
04300V72813_1,16170,1
04300V72813_3,16180,1
10236V72161_1,16190,1
04300V72813_3,16210,1
16219V72812_1,16210,1
16219V72812_1,16220,1
81077V72158_1,16220,1
21801V72158_2,16240,1
10236V72161_2,16250,1
88356V72157_1,16250,1
10236V72161_4,16260,1
16219V72812_2,16270,1
04300V72813_1,16280,1
10236V72161_4,16280,1
16219V72812_1,16290,2
21801V72158_2,16290,1
10236V72161_1,16300,1
10236V72161_4,16310,1
88356V72157_6,16330,1
10236V72161_1,16340,1
04300V72813_3,16350,1
10236V72161_4,16350,1
16219V72812_2,16350,1
04300V72813_3,16360,1
81077V72158_2,16360,1
16219V72812_1,16370,1
27372V72852_1,16370,1
04300V72813_1,16380,1
10236V72161_3,16380,1
16219V72812_1,16400,1
10236V72161_1,16410,1
10236V72161_3,16410,1
10236V72161_3,16420,1
21801V72158_2,16420,1
10236V72161_3,16430,1
16219V72812_2,16430,1
81077V72158_3,16440,1
04211V1677432_2,16450,1
10236V72161_2,16450,1
10236V72161_2,16460,1
27372V72852_2,16460,1
88356V72157_6,16460,1
04300V72813_3,16470,1
10236V72161_4,16470,1
04300V72813_1,16480,1
88356V72157_1,16480,1
10236V72161_3,16490,1
21801V72158_1,16490,1
16219V72812_2,16500,1
21801V72158_1,16500,1
10236V72161_3,16510,1
16219V72812_1,16510,1
04300V72813_3,16530,1
10236V72161_2,16540,1
10236V72161_2,16550,1
10236V72161_2,16560,1
10236V72161_2,16570,1
10236V72161_3,16570,1
04300V72813_1,16580,1
81077V72158_1,16580,1
16219V72812_1,16600,1
10236V72161_1,16610,1
04211V1677432_1,16630,1
27372V72852_1,16630,1
10236V72161_4,16640,1
27372V72852_1,16640,1
81077V72158_2,16640,1
10236V72161_2,16650,1
27372V72852_1,16650,1
10236V72161_1,16660,1
10236V72161_1,16670,1
16219V72812_2,16670,1
10236V72161_2,16680,1
81077V72158_4,16680,1
16219V72812_2,16690,1
21801V72158_1,16690,1
04300V72813_1,16700,1
16219V72812_1,16700,1
27372V72852_2,16700,1
10236V72161_4,16720,1
10236V72161_2,16730,1
16219V72812_1,16730,1
16219V72812_2,16740,1
10236V72161_2,16750,1
81077V72158_4,16750,1
16219V72812_1,16780,1
04300V72813_1,16790,1
04300V72813_3,16800,1
16219V72812_2,16810,1
10236V72161_3,16820,1
10236V72161_3,16830,1
10236V72161_4,16830,1
81077V72158_4,16830,1
10236V72161_4,16860,1
16219V72812_2,16860,1
88356V72157_1,16860,1
10236V72161_4,16870,1
04211V1677432_2,16880,1
04300V72813_1,16900,1
16219V72812_1,16900,1
27372V72852_1,16900,1
10236V72161_3,16910,1
16219V72812_1,16910,1
16219V72812_2,16920,1
81077V72158_2,16920,1
16219V72812_2,16930,1
10236V72161_1,16940,1
81077V72158_1,16940,1
10236V72161_3,16950,2
10236V72161_3,16970,1
16219V72812_2,16970,1
16219V72812_2,16980,2
16219V72812_1,16990,1
16219V72812_2,16990,1
04300V72813_1,17000,1
16219V72812_2,17000,1
27372V72852_1,17000,1
04300V72813_3,17010,1
21801V72158_1,17010,1
88356V72157_6,17010,1
21801V72158_1,17020,1
16219V72812_1,17030,2
10236V72161_2,17040,1
10236V72161_3,17040,1
16219V72812_1,17040,1
10236V72161_2,17070,1
10236V72161_2,17080,1
16219V72812_1,17090,1
04300V72813_1,17100,1
16219V72812_2,17100,1
21801V72158_1,17100,1
27372V72852_2,17100,1
16219V72812_2,17110,1
21801V72158_1,17110,1
27372V72852_2,17110,1
81077V72158_3,17110,1
04300V72813_3,17130,1
16219V72812_2,17150,2
16219V72812_4,17150,1
16219V72812_2,17160,1
16219V72812_4,17160,1
10236V72161_1,17170,1
16219V72812_1,17170,1
16219V72812_2,17170,1
16219V72812_4,17170,1
81077V72158_2,17190,1
04300V72813_1,17210,1
10236V72161_3,17210,1
16219V72812_1,17210,1
16219V72812_2,17210,1
10236V72161_3,17220,1
16219V72812_2,17220,1
21801V72158_1,17230,1
10236V72161_2,17240,1
16219V72812_1,17250,1
81077V72158_3,17250,1
10236V72161_2,17270,1
04211V1677432_2,17280,1
16219V72812_2,17290,1
04300V72813_1,17300,1
16219V72812_1,17300,1
16219V72812_2,17300,1
81077V72158_1,17300,1
04211V1677432_1,17310,1
10236V72161_3,17310,1
16219V72812_2,17310,1
16219V72812_1,17320,1
10236V72161_3,17340,1
10236V72161_2,17350,1
10236V72161_4,17350,1
16219V72812_2,17350,2
10236V72161_2,17360,1
10236V72161_1,17380,1
04300V72813_3,17390,1
10236V72161_4,17390,1
04300V72813_3,17400,1
10236V72161_4,17400,1
04300V72813_1,17410,1
04300V72813_3,17410,1
04300V72813_3,17430,1
10236V72161_2,17430,1
81077V72158_4,17430,1
10236V72161_2,17440,1
16219V72812_2,17440,1
27372V72852_1,17440,1
16219V72812_2,17450,1
04300V72813_3,17460,1
10236V72161_1,17460,1
10236V72161_2,17460,1
16219V72812_2,17460,1
10236V72161_2,17470,1
81077V72158_2,17470,1
10236V72161_3,17480,1
10236V72161_4,17480,1
16219V72812_1,17490,1
27372V72852_1,17500,2
04300V72813_1,17510,1
10236V72161_4,17510,1
27372V72852_1,17510,1
16219V72812_2,17520,1
21801V72158_1,17520,1
16219V72812_2,17530,1
10236V72161_1,17540,1
