Detector,Time,qPKW
81077V72158_1,36170,1
88356V72157_1,36170,1
04211V1677432_2,36180,2
16219V72812_1,36180,1
16219V72812_2,36180,1
16219V72812_3,36180,1
27372V72852_1,36180,1
27372V72852_2,36180,2
81077V72158_1,36180,1
81077V72158_2,36180,1
04211V1677432_2,36190,2
16219V72812_1,36190,1
16219V72812_2,36190,1
16219V72812_4,36190,1
21801V72158_1,36190,1
27372V72852_1,36190,1
81077V72158_1,36190,1
81077V72158_2,36190,1
04211V1677432_2,36200,2
04300V72813_1,36200,1
21801V72158_1,36200,1
27372V72852_1,36200,1
27372V72852_2,36200,2
81077V72158_1,36200,1
81077V72158_2,36200,1
81077V72158_3,36200,1
04211V1677432_2,36210,1
81077V72158_1,36210,1
81077V72158_2,36210,1
81077V72158_3,36210,1
88356V72157_1,36210,1
88356V72157_6,36210,1
04211V1677432_2,36220,2
16219V72812_1,36220,2
16219V72812_2,36220,1
27372V72852_1,36220,2
27372V72852_2,36220,2
04211V1677432_2,36230,1
04300V72813_1,36230,1
21801V72158_1,36230,1
04211V1677432_2,36240,1
16219V72812_2,36240,1
21801V72158_1,36240,1
10236V72161_1,36250,1
16219V72812_2,36250,1
21801V72158_1,36250,2
21801V72158_2,36250,1
88356V72157_1,36250,1
04300V72813_1,36260,1
10236V72161_2,36260,1
16219V72812_2,36260,1
21801V72158_1,36260,2
04211V1677432_1,36270,1
04211V1677432_2,36270,1
16219V72812_2,36270,1
21801V72158_1,36270,1
81077V72158_2,36270,2
04211V1677432_2,36280,2
10236V72161_1,36280,1
16219V72812_1,36280,1
21801V72158_1,36280,1
27372V72852_2,36280,1
81077V72158_2,36280,2
88356V72157_6,36280,1
04300V72813_1,36290,1
21801V72158_1,36290,2
81077V72158_2,36290,2
04300V72813_3,36300,1
10236V72161_2,36300,1
16219V72812_2,36300,1
21801V72158_1,36300,3
81077V72158_1,36300,1
16219V72812_1,36310,1
16219V72812_2,36310,2
27372V72852_1,36310,1
81077V72158_1,36310,1
04211V1677432_1,36320,1
04211V1677432_2,36320,1
04300V72813_1,36320,1
16219V72812_1,36320,1
16219V72812_2,36320,2
21801V72158_1,36320,1
27372V72852_2,36320,1
81077V72158_1,36320,1
81077V72158_2,36320,1
16219V72812_1,36330,1
16219V72812_3,36330,1
21801V72158_1,36330,1
81077V72158_1,36330,2
81077V72158_2,36330,1
88356V72157_1,36330,1
10236V72161_2,36340,1
16219V72812_1,36340,1
27372V72852_2,36340,1
81077V72158_1,36340,2
81077V72158_2,36340,1
04211V1677432_1,36350,1
04211V1677432_2,36350,1
04300V72813_1,36350,1
16219V72812_2,36350,1
21801V72158_2,36350,1
27372V72852_2,36350,1
81077V72158_1,36350,1
88356V72157_6,36350,1
04211V1677432_2,36360,2
04300V72813_3,36360,1
16219V72812_2,36360,2
27372V72852_1,36360,1
27372V72852_2,36360,1
81077V72158_1,36360,1
04211V1677432_2,36370,1
04300V72813_3,36370,2
16219V72812_2,36370,3
27372V72852_2,36370,2
81077V72158_1,36370,1
04211V1677432_2,36380,1
21801V72158_1,36380,2
81077V72158_1,36380,1
04211V1677432_2,36390,2
04300V72813_1,36390,1
10236V72161_2,36390,1
10236V72161_4,36390,1
21801V72158_1,36390,1
81077V72158_1,36390,1
04211V1677432_2,36400,2
27372V72852_2,36400,1
81077V72158_1,36400,2
04211V1677432_1,36410,1
04211V1677432_2,36410,2
04300V72813_1,36410,1
04300V72813_3,36410,1
16219V72812_1,36410,2
16219V72812_2,36410,1
16219V72812_3,36410,1
27372V72852_2,36410,1
81077V72158_1,36410,4
04211V1677432_1,36420,1
04211V1677432_2,36420,1
16219V72812_1,36420,1
16219V72812_2,36420,1
21801V72158_1,36420,1
27372V72852_2,36420,1
81077V72158_1,36420,3
04211V1677432_2,36430,1
04300V72813_1,36430,1
16219V72812_1,36430,3
27372V72852_2,36430,1
81077V72158_1,36430,3
04211V1677432_2,36440,2
10236V72161_2,36440,1
16219V72812_1,36440,1
21801V72158_1,36440,1
21801V72158_2,36440,1
27372V72852_2,36440,1
81077V72158_1,36440,4
88356V72157_6,36440,1
04211V1677432_2,36450,1
10236V72161_2,36450,3
16219V72812_1,36450,1
16219V72812_2,36450,1
16219V72812_4,36450,1
21801V72158_1,36450,1
21801V72158_2,36450,1
27372V72852_2,36450,1
81077V72158_1,36450,2
04211V1677432_2,36460,1
04300V72813_1,36460,1
16219V72812_1,36460,1
16219V72812_2,36460,1
21801V72158_2,36460,3
81077V72158_1,36460,1
81077V72158_2,36460,1
16219V72812_2,36470,1
21801V72158_1,36470,1
21801V72158_2,36470,2
27372V72852_2,36470,1
81077V72158_1,36470,1
81077V72158_2,36470,1
88356V72157_1,36470,1
04211V1677432_2,36480,1
16219V72812_2,36480,2
81077V72158_1,36480,2
81077V72158_2,36480,2
04300V72813_1,36490,1
04300V72813_3,36490,1
16219V72812_2,36490,1
27372V72852_2,36490,2
81077V72158_1,36490,2
81077V72158_2,36490,1
88356V72157_1,36490,1
04211V1677432_2,36500,1
10236V72161_2,36500,2
16219V72812_1,36500,1
16219V72812_2,36500,1
81077V72158_2,36500,1
04211V1677432_2,36510,1
10236V72161_1,36510,1
16219V72812_1,36510,1
16219V72812_2,36510,2
81077V72158_2,36510,1
04211V1677432_1,36520,1
04211V1677432_2,36520,3
04300V72813_3,36520,1
16219V72812_2,36520,2
21801V72158_1,36520,1
81077V72158_1,36520,3
81077V72158_2,36520,1
81077V72158_3,36520,2
81077V72158_4,36520,1
04211V1677432_2,36530,1
04300V72813_1,36530,1
16219V72812_1,36530,1
16219V72812_2,36530,1
27372V72852_2,36530,1
81077V72158_1,36530,3
81077V72158_2,36530,2
81077V72158_3,36530,1
04211V1677432_2,36540,1
10236V72161_3,36540,1
16219V72812_1,36540,2
21801V72158_2,36540,1
27372V72852_1,36540,1
27372V72852_2,36540,1
81077V72158_1,36540,1
81077V72158_2,36540,1
81077V72158_3,36540,2
04211V1677432_2,36550,1
04300V72813_1,36550,1
10236V72161_2,36550,1
21801V72158_1,36550,2
27372V72852_2,36550,1
81077V72158_1,36550,2
81077V72158_2,36550,1
81077V72158_3,36550,1
88356V72157_6,36550,1
04211V1677432_1,36560,1
16219V72812_2,36560,1
21801V72158_1,36560,2
27372V72852_1,36560,2
81077V72158_1,36560,2
81077V72158_3,36560,1
81077V72158_4,36560,1
88356V72157_6,36560,1
04300V72813_3,36570,1
16219V72812_1,36570,1
16219V72812_2,36570,1
21801V72158_1,36570,1
81077V72158_1,36570,2
81077V72158_2,36570,1
81077V72158_3,36570,1
88356V72157_6,36570,1
04211V1677432_2,36580,1
04300V72813_3,36580,1
10236V72161_3,36580,1
16219V72812_2,36580,1
81077V72158_1,36580,1
81077V72158_2,36580,1
81077V72158_3,36580,1
88356V72157_1,36580,1
04211V1677432_2,36590,1
81077V72158_1,36590,1
81077V72158_3,36590,1
88356V72157_6,36590,1
04300V72813_1,36600,1
04300V72813_3,36600,1
10236V72161_2,36600,1
81077V72158_1,36600,1
81077V72158_2,36600,1
81077V72158_3,36600,2
81077V72158_4,36600,1
04211V1677432_2,36610,1
10236V72161_2,36610,1
27372V72852_2,36610,2
81077V72158_1,36610,1
81077V72158_2,36610,1
81077V72158_3,36610,1
04300V72813_3,36620,1
10236V72161_1,36620,1
16219V72812_1,36620,2
27372V72852_2,36620,2
81077V72158_2,36620,1
04300V72813_3,36630,1
10236V72161_1,36630,1
16219V72812_1,36630,1
16219V72812_2,36630,1
81077V72158_2,36630,1
04300V72813_1,36640,1
16219V72812_2,36640,1
21801V72158_1,36640,1
27372V72852_2,36640,2
81077V72158_2,36640,1
04300V72813_1,36650,1
16219V72812_1,36650,2
16219V72812_2,36650,1
21801V72158_1,36650,1
81077V72158_2,36650,1
16219V72812_1,36660,2
16219V72812_2,36660,1
16219V72812_3,36660,1
21801V72158_1,36660,2
21801V72158_2,36660,1
04300V72813_1,36670,1
21801V72158_1,36670,1
21801V72158_2,36670,1
16219V72812_2,36680,2
21801V72158_1,36680,1
21801V72158_2,36680,1
81077V72158_1,36680,1
88356V72157_4,36680,1
04211V1677432_2,36690,1
10236V72161_2,36690,1
16219V72812_1,36690,1
16219V72812_2,36690,1
81077V72158_1,36690,1
81077V72158_2,36690,1
88356V72157_1,36690,1
04211V1677432_2,36700,2
16219V72812_1,36700,2
16219V72812_2,36700,1
16219V72812_3,36700,1
27372V72852_2,36700,1
81077V72158_2,36700,1
04211V1677432_2,36710,2
04300V72813_1,36710,1
10236V72161_1,36710,1
10236V72161_2,36710,1
21801V72158_1,36710,2
81077V72158_1,36710,1
81077V72158_2,36710,1
04211V1677432_2,36720,1
04300V72813_3,36720,1
21801V72158_1,36720,1
21801V72158_2,36720,1
27372V72852_2,36720,1
81077V72158_1,36720,1
04211V1677432_2,36730,2
16219V72812_1,36730,1
27372V72852_1,36730,1
81077V72158_1,36730,2
88356V72157_6,36730,1
04211V1677432_2,36740,2
04300V72813_1,36740,1
04300V72813_3,36740,1
10236V72161_1,36740,1
16219V72812_2,36740,1
21801V72158_2,36740,1
27372V72852_1,36740,1
81077V72158_1,36740,2
04211V1677432_2,36750,2
16219V72812_1,36750,1
27372V72852_1,36750,1
81077V72158_2,36750,1
88356V72157_1,36750,1
04211V1677432_2,36760,2
16219V72812_1,36760,1
21801V72158_1,36760,1
27372V72852_1,36760,1
27372V72852_2,36760,1
81077V72158_2,36760,1
04211V1677432_2,36770,3
16219V72812_1,36770,1
81077V72158_2,36770,1
04211V1677432_2,36780,3
10236V72161_1,36780,1
16219V72812_1,36780,1
16219V72812_2,36780,1
27372V72852_2,36780,2
04211V1677432_2,36790,2
04300V72813_1,36790,1
04300V72813_3,36790,1
10236V72161_1,36790,1
10236V72161_2,36790,1
16219V72812_1,36790,1
21801V72158_1,36790,2
21801V72158_2,36790,1
04211V1677432_2,36800,1
21801V72158_1,36800,2
21801V72158_2,36800,2
27372V72852_1,36800,2
27372V72852_2,36800,1
81077V72158_1,36800,1
04211V1677432_2,36810,1
04300V72813_3,36810,1
16219V72812_2,36810,2
21801V72158_1,36810,1
27372V72852_1,36810,2
81077V72158_1,36810,1
88356V72157_1,36810,1
04211V1677432_2,36820,3
04300V72813_1,36820,1
16219V72812_1,36820,1
16219V72812_2,36820,2
16219V72812_3,36820,1
21801V72158_1,36820,1
81077V72158_1,36820,2
04211V1677432_2,36830,3
16219V72812_1,36830,1
16219V72812_2,36830,1
21801V72158_2,36830,1
27372V72852_1,36830,3
81077V72158_1,36830,4
81077V72158_2,36830,1
04211V1677432_1,36840,1
04211V1677432_2,36840,3
04300V72813_3,36840,1
10236V72161_2,36840,1
21801V72158_2,36840,1
27372V72852_1,36840,1
27372V72852_2,36840,1
81077V72158_1,36840,4
81077V72158_2,36840,1
04211V1677432_2,36850,2
04300V72813_3,36850,1
16219V72812_2,36850,1
21801V72158_1,36850,1
21801V72158_2,36850,1
27372V72852_2,36850,1
81077V72158_1,36850,3
81077V72158_2,36850,1
04211V1677432_2,36860,2
21801V72158_2,36860,2
27372V72852_2,36860,1
81077V72158_1,36860,1
04211V1677432_2,36870,1
04300V72813_3,36870,1
10236V72161_2,36870,1
21801V72158_2,36870,1
27372V72852_2,36870,1
81077V72158_1,36870,1
88356V72157_1,36870,1
10236V72161_2,36880,1
16219V72812_1,36880,1
27372V72852_2,36880,1
81077V72158_1,36880,1
16219V72812_1,36890,1
21801V72158_1,36890,1
27372V72852_2,36890,2
04211V1677432_2,36900,1
10236V72161_2,36900,2
16219V72812_1,36900,2
16219V72812_2,36900,1
10236V72161_1,36910,1
10236V72161_3,36910,1
16219V72812_1,36910,1
21801V72158_2,36910,1
27372V72852_2,36910,2
10236V72161_1,36920,1
21801V72158_1,36930,1
81077V72158_1,36930,1
81077V72158_2,36930,1
88356V72157_6,36930,1
04211V1677432_2,36940,1
04300V72813_1,36940,1
16219V72812_1,36940,1
21801V72158_1,36940,1
81077V72158_1,36940,1
81077V72158_2,36940,1
04211V1677432_2,36950,2
04300V72813_1,36950,1
16219V72812_1,36950,1
81077V72158_2,36950,1
04211V1677432_2,36960,3
04300V72813_1,36960,1
16219V72812_1,36960,2
16219V72812_2,36960,1
21801V72158_1,36960,1
27372V72852_2,36960,1
81077V72158_1,36960,2
04211V1677432_2,36970,2
04300V72813_1,36970,1
10236V72161_1,36970,1
21801V72158_1,36970,1
27372V72852_1,36970,1
81077V72158_1,36970,3
04211V1677432_2,36980,1
04300V72813_1,36980,2
10236V72161_2,36980,1
81077V72158_1,36980,2
04211V1677432_2,36990,2
04300V72813_1,36990,2
10236V72161_2,36990,1
16219V72812_1,36990,1
16219V72812_2,36990,1
81077V72158_1,36990,1
88356V72157_1,36990,1
04211V1677432_2,37000,2
10236V72161_2,37000,1
27372V72852_1,37000,1
27372V72852_2,37000,1
81077V72158_1,37000,1
81077V72158_2,37000,1
88356V72157_1,37000,2
04211V1677432_2,37010,1
10236V72161_1,37010,1
27372V72852_1,37010,2
27372V72852_2,37010,1
81077V72158_1,37010,2
81077V72158_2,37010,1
88356V72157_1,37010,2
88356V72157_4,37010,1
04211V1677432_2,37020,1
10236V72161_1,37020,1
10236V72161_2,37020,1
16219V72812_1,37020,1
16219V72812_3,37020,1
81077V72158_1,37020,5
81077V72158_2,37020,3
81077V72158_3,37020,3
88356V72157_1,37020,1
04211V1677432_1,37030,1
04211V1677432_2,37030,1
10236V72161_2,37030,1
16219V72812_1,37030,2
16219V72812_2,37030,1
16219V72812_3,37030,1
16219V72812_4,37030,1
27372V72852_2,37030,1
81077V72158_1,37030,3
81077V72158_2,37030,3
81077V72158_3,37030,2
81077V72158_4,37030,1
04211V1677432_2,37040,1
16219V72812_2,37040,1
21801V72158_1,37040,1
21801V72158_2,37040,1
27372V72852_1,37040,1
27372V72852_2,37040,1
81077V72158_1,37040,2
81077V72158_2,37040,2
81077V72158_3,37040,1
04300V72813_1,37050,1
04300V72813_3,37050,1
21801V72158_1,37050,1
81077V72158_1,37050,1
81077V72158_2,37050,1
81077V72158_3,37050,1
81077V72158_4,37050,1
04211V1677432_2,37060,2
04300V72813_1,37060,1
04300V72813_3,37060,1
16219V72812_1,37060,1
16219V72812_2,37060,1
21801V72158_1,37060,1
27372V72852_1,37060,1
81077V72158_1,37060,1
81077V72158_2,37060,1
81077V72158_3,37060,1
81077V72158_4,37060,1
88356V72157_1,37060,1
04211V1677432_2,37070,2
04300V72813_3,37070,2
21801V72158_1,37070,1
27372V72852_2,37070,1
81077V72158_1,37070,1
81077V72158_2,37070,1
81077V72158_3,37070,1
04211V1677432_2,37080,1
04300V72813_1,37080,2
04300V72813_3,37080,1
16219V72812_2,37080,1
21801V72158_1,37080,1
27372V72852_2,37080,1
81077V72158_1,37080,1
81077V72158_2,37080,1
81077V72158_3,37080,1
81077V72158_4,37080,1
04211V1677432_2,37090,1
04300V72813_1,37090,1
16219V72812_2,37090,1
27372V72852_2,37090,1
81077V72158_1,37090,1
81077V72158_3,37090,1
81077V72158_4,37090,1
88356V72157_1,37090,1
04211V1677432_2,37100,1
04300V72813_1,37100,1
10236V72161_2,37100,2
21801V72158_1,37100,1
27372V72852_1,37100,1
27372V72852_2,37100,1
81077V72158_1,37100,1
81077V72158_2,37100,1
81077V72158_3,37100,1
81077V72158_4,37100,1
04211V1677432_2,37110,2
10236V72161_2,37110,2
21801V72158_1,37110,1
27372V72852_1,37110,1
81077V72158_1,37110,1
81077V72158_2,37110,1
88356V72157_1,37110,1
04211V1677432_2,37120,1
04300V72813_3,37120,1
10236V72161_1,37120,1
21801V72158_1,37120,1
27372V72852_1,37120,1
88356V72157_1,37120,1
10236V72161_1,37130,1
10236V72161_2,37130,1
10236V72161_3,37130,2
21801V72158_1,37130,1
27372V72852_2,37130,1
88356V72157_4,37130,1
04300V72813_1,37140,1
10236V72161_1,37140,1
16219V72812_1,37140,1
21801V72158_1,37140,1
21801V72158_2,37140,1
27372V72852_1,37140,1
04211V1677432_1,37150,1
04300V72813_1,37150,2
16219V72812_1,37150,1
21801V72158_1,37150,1
27372V72852_1,37150,2
88356V72157_6,37150,1
04211V1677432_2,37160,1
04300V72813_1,37160,1
04300V72813_3,37160,1
10236V72161_4,37160,1
16219V72812_1,37160,1
27372V72852_1,37160,1
81077V72158_2,37160,1
04300V72813_1,37170,1
16219V72812_1,37170,2
16219V72812_2,37170,1
81077V72158_2,37170,1
04300V72813_1,37180,1
10236V72161_1,37180,1
16219V72812_1,37180,4
16219V72812_2,37180,2
27372V72852_1,37180,1
27372V72852_2,37180,2
81077V72158_2,37180,1
04211V1677432_2,37190,1
04300V72813_1,37190,1
16219V72812_1,37190,1
21801V72158_1,37190,1
27372V72852_2,37190,1
16219V72812_1,37200,2
16219V72812_3,37200,1
21801V72158_1,37200,1
04211V1677432_2,37210,1
27372V72852_2,37210,1
04211V1677432_2,37220,2
04300V72813_1,37220,1
04300V72813_3,37220,2
16219V72812_1,37220,2
16219V72812_2,37220,2
81077V72158_1,37220,1
04211V1677432_2,37230,2
04300V72813_1,37230,1
04300V72813_3,37230,1
16219V72812_1,37230,2
27372V72852_2,37230,1
81077V72158_1,37230,3
04211V1677432_1,37240,1
04211V1677432_2,37240,1
04300V72813_3,37240,2
16219V72812_1,37240,2
16219V72812_2,37240,1
21801V72158_2,37240,1
81077V72158_1,37240,2
04211V1677432_2,37250,1
04300V72813_3,37250,1
10236V72161_2,37250,1
16219V72812_1,37250,1
16219V72812_2,37250,1
27372V72852_2,37250,1
81077V72158_1,37250,1
88356V72157_1,37250,1
88356V72157_6,37250,2
04300V72813_3,37260,1
16219V72812_1,37260,1
21801V72158_2,37260,1
27372V72852_2,37260,1
81077V72158_1,37260,1
88356V72157_1,37260,1
88356V72157_6,37260,1
04300V72813_1,37270,1
04300V72813_3,37270,2
16219V72812_1,37270,2
21801V72158_1,37270,1
21801V72158_2,37270,1
27372V72852_2,37270,1
81077V72158_1,37270,1
04300V72813_1,37280,2
10236V72161_2,37280,1
16219V72812_1,37280,1
16219V72812_2,37280,1
21801V72158_1,37280,1
21801V72158_2,37280,1
27372V72852_2,37280,1
81077V72158_1,37280,2
88356V72157_1,37280,1
04211V1677432_1,37290,1
04211V1677432_2,37290,1
04300V72813_1,37290,1
16219V72812_1,37290,1
21801V72158_1,37290,1
21801V72158_2,37290,1
27372V72852_2,37290,1
81077V72158_1,37290,1
10236V72161_2,37300,1
16219V72812_1,37300,2
21801V72158_2,37300,2
27372V72852_2,37300,1
04300V72813_3,37310,1
10236V72161_2,37310,1
16219V72812_1,37310,1
21801V72158_1,37310,1
21801V72158_2,37310,2
27372V72852_1,37310,2
27372V72852_2,37310,1
10236V72161_2,37320,1
16219V72812_1,37320,2
16219V72812_2,37320,1
21801V72158_1,37320,2
21801V72158_2,37320,1
27372V72852_1,37320,1
88356V72157_1,37320,1
04211V1677432_1,37330,1
04211V1677432_2,37330,1
04300V72813_1,37330,1
10236V72161_3,37330,1
16219V72812_1,37330,2
21801V72158_1,37330,1
27372V72852_1,37330,1
27372V72852_2,37330,2
81077V72158_1,37330,2
04211V1677432_2,37340,1
16219V72812_1,37340,1
16219V72812_2,37340,1
21801V72158_1,37340,1
81077V72158_1,37340,3
04211V1677432_2,37350,2
04300V72813_1,37350,1
16219V72812_1,37350,2
81077V72158_1,37350,2
04211V1677432_2,37360,1
04300V72813_1,37360,1
04300V72813_3,37360,1
10236V72161_1,37360,1
16219V72812_1,37360,1
16219V72812_2,37360,1
27372V72852_1,37360,1
81077V72158_1,37360,1
88356V72157_1,37360,1
04211V1677432_2,37370,2
04300V72813_3,37370,3
16219V72812_2,37370,2
21801V72158_1,37370,1
27372V72852_1,37370,1
27372V72852_2,37370,2
04211V1677432_2,37380,1
04300V72813_3,37380,2
10236V72161_2,37380,1
16219V72812_1,37380,1
21801V72158_1,37380,2
04211V1677432_1,37390,1
04300V72813_1,37390,1
04300V72813_3,37390,1
10236V72161_2,37390,1
10236V72161_3,37390,1
16219V72812_1,37390,2
21801V72158_1,37390,2
27372V72852_2,37390,1
81077V72158_1,37390,2
04300V72813_1,37400,1
10236V72161_1,37400,1
16219V72812_1,37400,2
16219V72812_2,37400,1
21801V72158_1,37400,1
21801V72158_2,37400,1
27372V72852_1,37400,1
27372V72852_2,37400,1
81077V72158_1,37400,5
88356V72157_6,37400,1
10236V72161_2,37410,1
10236V72161_3,37410,1
16219V72812_2,37410,1
27372V72852_2,37410,1
81077V72158_1,37410,3
27372V72852_1,37420,2
27372V72852_2,37420,1
27372V72852_1,37430,2
27372V72852_2,37430,1
81077V72158_1,37430,1
81077V72158_2,37430,1
04300V72813_1,37440,1
10236V72161_4,37440,1
16219V72812_1,37440,1
16219V72812_2,37440,1
16219V72812_4,37440,1
81077V72158_1,37440,3
81077V72158_2,37440,1
04211V1677432_2,37450,1
16219V72812_1,37450,1
16219V72812_2,37450,1
21801V72158_1,37450,1
81077V72158_1,37450,2
81077V72158_2,37450,1
04211V1677432_1,37460,1
04211V1677432_2,37460,1
04300V72813_1,37460,1
16219V72812_2,37460,1
16219V72812_3,37460,1
21801V72158_2,37460,1
27372V72852_2,37460,1
04211V1677432_2,37470,1
16219V72812_2,37470,1
81077V72158_1,37470,1
81077V72158_2,37470,1
04211V1677432_2,37480,1
04300V72813_1,37480,1
10236V72161_4,37480,1
16219V72812_1,37480,1
21801V72158_1,37480,1
21801V72158_2,37480,1
27372V72852_2,37480,1
81077V72158_1,37480,1
81077V72158_2,37480,1
04211V1677432_2,37490,1
04300V72813_1,37490,1
10236V72161_4,37490,1
16219V72812_1,37490,3
04300V72813_3,37500,1
16219V72812_1,37500,1
21801V72158_2,37500,1
27372V72852_1,37500,1
81077V72158_1,37500,1
04211V1677432_2,37510,1
16219V72812_1,37510,1
21801V72158_1,37510,1
81077V72158_1,37510,1
04211V1677432_2,37520,2
04300V72813_1,37520,1
16219V72812_1,37520,2
16219V72812_2,37520,1
21801V72158_1,37520,2
27372V72852_1,37520,1
27372V72852_2,37520,1
81077V72158_1,37520,1
81077V72158_3,37520,1
88356V72157_1,37520,1
04211V1677432_2,37530,1
04300V72813_1,37530,1
16219V72812_4,37530,1
21801V72158_1,37530,2
27372V72852_2,37530,1
81077V72158_1,37530,1
81077V72158_2,37530,2
81077V72158_3,37530,1
81077V72158_4,37530,1
04300V72813_1,37540,1
04300V72813_3,37540,2
16219V72812_1,37540,1
21801V72158_1,37540,1
81077V72158_1,37540,2
81077V72158_2,37540,2
81077V72158_3,37540,3
81077V72158_4,37540,2
04211V1677432_2,37550,1
04300V72813_1,37550,1
04300V72813_3,37550,2
10236V72161_1,37550,1
16219V72812_4,37550,1
21801V72158_1,37550,1
21801V72158_2,37550,1
27372V72852_2,37550,1
81077V72158_1,37550,2
81077V72158_2,37550,2
81077V72158_3,37550,2
81077V72158_4,37550,1
04211V1677432_2,37560,1
04300V72813_3,37560,2
10236V72161_2,37560,2
16219V72812_1,37560,1
16219V72812_2,37560,1
16219V72812_4,37560,1
21801V72158_1,37560,1
27372V72852_2,37560,2
81077V72158_1,37560,1
81077V72158_2,37560,1
81077V72158_3,37560,1
81077V72158_4,37560,1
04211V1677432_2,37570,2
04300V72813_3,37570,2
16219V72812_1,37570,1
16219V72812_2,37570,1
21801V72158_1,37570,1
27372V72852_1,37570,1
81077V72158_1,37570,1
81077V72158_2,37570,1
88356V72157_1,37570,1
04211V1677432_1,37580,1
04300V72813_1,37580,1
04300V72813_3,37580,1
16219V72812_1,37580,1
81077V72158_1,37580,1
81077V72158_2,37580,1
81077V72158_3,37580,2
04211V1677432_1,37590,1
04300V72813_3,37590,1
27372V72852_1,37590,1
27372V72852_2,37590,1
81077V72158_1,37590,1
81077V72158_2,37590,1
81077V72158_3,37590,1
04211V1677432_1,37600,1
04300V72813_3,37600,1
16219V72812_2,37600,2
21801V72158_2,37600,1
81077V72158_1,37600,1
81077V72158_2,37600,1
81077V72158_4,37600,1
88356V72157_1,37600,1
04300V72813_1,37610,1
04300V72813_3,37610,2
10236V72161_1,37610,1
16219V72812_2,37610,2
21801V72158_1,37610,1
81077V72158_1,37610,1
81077V72158_2,37610,1
81077V72158_3,37610,1
04211V1677432_2,37620,1
04300V72813_3,37620,3
16219V72812_1,37620,1
16219V72812_2,37620,1
27372V72852_2,37620,1
04300V72813_1,37630,1
10236V72161_4,37630,1
16219V72812_1,37630,1
16219V72812_2,37630,1
04300V72813_3,37640,1
10236V72161_2,37640,1
16219V72812_1,37640,2
16219V72812_2,37640,1
27372V72852_1,37640,1
10236V72161_2,37650,2
16219V72812_2,37650,2
21801V72158_1,37650,1
27372V72852_1,37650,1
27372V72852_2,37650,2
04300V72813_1,37660,1
10236V72161_1,37660,1
21801V72158_1,37660,1
21801V72158_2,37660,1
81077V72158_1,37660,1
88356V72157_1,37660,1
16219V72812_1,37670,1
16219V72812_2,37670,1
16219V72812_4,37670,1
21801V72158_1,37670,1
81077V72158_1,37670,1
04300V72813_3,37680,1
16219V72812_1,37680,1
16219V72812_2,37680,2
27372V72852_1,37680,1
04211V1677432_2,37690,3
04300V72813_1,37690,1
16219V72812_1,37690,1
16219V72812_2,37690,1
21801V72158_2,37690,1
81077V72158_1,37690,1
04211V1677432_2,37700,1
27372V72852_2,37700,1
81077V72158_1,37700,1
04211V1677432_2,37710,1
16219V72812_1,37710,2
27372V72852_2,37710,1
04211V1677432_2,37720,1
16219V72812_1,37720,1
21801V72158_1,37720,1
21801V72158_2,37720,1
27372V72852_2,37720,1
04300V72813_1,37730,1
04300V72813_3,37730,1
10236V72161_2,37730,1
16219V72812_1,37730,1
21801V72158_1,37730,1
81077V72158_1,37730,1
10236V72161_2,37740,2
16219V72812_2,37740,1
21801V72158_1,37740,1
21801V72158_2,37740,2
27372V72852_1,37740,1
81077V72158_1,37740,2
04300V72813_3,37750,1
21801V72158_1,37750,1
21801V72158_2,37750,1
81077V72158_1,37750,3
88356V72157_1,37750,1
04211V1677432_1,37760,1
04300V72813_1,37760,1
04300V72813_3,37760,1
10236V72161_4,37760,1
21801V72158_1,37760,1
21801V72158_2,37760,1
27372V72852_2,37760,1
81077V72158_1,37760,2
04211V1677432_2,37770,1
04300V72813_1,37770,1
10236V72161_4,37770,1
27372V72852_1,37770,1
88356V72157_6,37770,1
04300V72813_1,37780,1
16219V72812_1,37780,1
21801V72158_2,37780,1
27372V72852_2,37780,1
88356V72157_6,37780,1
04211V1677432_1,37790,1
04211V1677432_2,37790,1
04300V72813_3,37790,1
10236V72161_2,37790,1
10236V72161_4,37790,1
16219V72812_1,37790,1
21801V72158_1,37790,1
21801V72158_2,37790,1
04211V1677432_2,37800,1
16219V72812_1,37800,1
16219V72812_2,37800,2
16219V72812_3,37800,1
27372V72852_2,37800,1
04300V72813_1,37810,1
21801V72158_2,37810,1
81077V72158_1,37810,2
04211V1677432_2,37820,1
16219V72812_1,37820,1
21801V72158_2,37820,1
27372V72852_2,37820,1
81077V72158_1,37820,5
04211V1677432_2,37830,2
16219V72812_1,37830,1
81077V72158_1,37830,3
04211V1677432_2,37840,2
04300V72813_1,37840,1
04300V72813_3,37840,1
10236V72161_2,37840,1
27372V72852_2,37840,2
88356V72157_1,37840,1
04211V1677432_2,37850,2
04300V72813_1,37850,1
04300V72813_3,37850,1
16219V72812_1,37850,1
16219V72812_3,37850,1
21801V72158_1,37850,2
27372V72852_1,37850,1
27372V72852_2,37850,1
81077V72158_2,37850,1
04211V1677432_2,37860,1
04300V72813_1,37860,1
04300V72813_3,37860,2
10236V72161_1,37860,1
21801V72158_1,37860,1
27372V72852_1,37860,1
81077V72158_2,37860,1
04211V1677432_2,37870,1
04300V72813_1,37870,1
04300V72813_3,37870,1
16219V72812_1,37870,1
21801V72158_1,37870,1
81077V72158_1,37870,2
81077V72158_2,37870,1
04211V1677432_2,37880,2
04300V72813_3,37880,2
16219V72812_1,37880,3
