Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;88;100,0;1;1;0;1;98,86;1;85;2;2;0;0;0;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;80;100,0;1;1;0;0;100,00;2;79;1;0;0;0;1;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;90;100,0;1;1;0;0;100,00;3;82;8;2;0;0;4;2
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;96;100,0;1;1;0;0;100,00;4;88;8;0;1;0;6;1
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;176;100,0;1;1;0;0;100,00;Totalt i retning Lade;167;9;0;1;0;7;1
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;178;100,0;1;1;0;1;99,44;Totalt i retning Sentrum;167;10;4;0;0;4;2
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;354;100,0;1;1;0;1;99,72;Totalt;334;19;4;1;0;11;3
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;75;100,0;1;1;0;0;100,00;1;74;1;1;0;0;0;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;72;100,0;1;1;0;0;100,00;2;71;1;1;0;0;0;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;76;100,0;1;1;0;0;100,00;3;67;9;1;1;2;5;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;120;100,0;1;1;0;0;100,00;4;119;1;0;0;0;1;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;192;100,0;1;1;0;0;100,00;Totalt i retning Lade;190;2;1;0;0;1;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;151;100,0;1;1;0;0;100,00;Totalt i retning Sentrum;141;10;2;1;2;5;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;343;100,0;1;1;0;0;100,00;Totalt;331;12;3;1;2;6;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;57;100,0;1;1;0;0;100,00;1;56;1;1;0;0;0;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;93;100,0;1;1;0;0;100,00;2;90;3;2;0;0;1;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;88;100,0;1;1;0;0;100,00;3;79;9;3;1;1;4;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;94;100,0;1;1;0;0;100,00;4;92;2;1;0;0;1;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;187;100,0;1;1;0;0;100,00;Totalt i retning Lade;182;5;3;0;0;2;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;145;100,0;1;1;0;0;100,00;Totalt i retning Sentrum;135;10;4;1;1;4;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;332;100,0;1;1;0;0;100,00;Totalt;317;15;7;1;1;6;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;65;100,0;1;1;0;0;100,00;1;64;1;0;1;0;0;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;54;100,0;1;1;0;0;100,00;2;53;1;0;1;0;0;0
10236V72161;Innherredsveien ved Bakke kirke;FV6690 S1D1 m447;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;66;100,0;1;1;0;0;100,00;3;60;6;1;0;3;2;0
