Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;12;100,0;1;1;0;0;100,00;1;12;0;0;0;0;0;0
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;9;100,0;1;1;0;0;100,00;2;9;0;0;0;0;0;0
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;122;100,0;1;1;0;0;100,00;3;104;18;4;7;1;5;1
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;151;100,0;1;1;0;0;100,00;4;136;15;2;6;2;5;0
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;127;100,0;1;1;0;0;100,00;5;109;18;7;4;2;3;2
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;94;100,0;1;1;0;0;100,00;6;80;14;0;1;1;7;5
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;254;100,0;1;1;0;0;100,00;Totalt i retning Heimdal;225;29;2;7;3;12;5
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;261;100,0;1;1;0;0;100,00;Totalt i retning Trondheim;225;36;11;11;3;8;3
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;515;100,0;1;1;0;0;100,00;Totalt;450;65;13;18;6;20;8
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;15;100,0;1;1;0;0;100,00;1;15;0;0;0;0;0;0
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;15;100,0;1;1;0;0;100,00;2;14;1;1;0;0;0;0
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;104;100,0;1;1;0;0;100,00;3;88;16;2;3;1;9;1
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;126;100,0;1;1;0;0;100,00;4;112;14;4;5;2;3;0
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;86;100,0;1;1;0;0;100,00;5;75;11;5;3;0;3;0
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;71;100,0;1;1;0;0;100,00;6;63;8;1;2;1;4;0
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;212;100,0;1;1;0;0;100,00;Totalt i retning Heimdal;189;23;6;7;3;7;0
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;205;100,0;1;1;0;0;100,00;Totalt i retning Trondheim;178;27;7;6;1;12;1
