Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;15;100,0;1;1;0;0;100,00;1;15;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;15;100,0;1;1;0;0;100,00;Totalt i retning Moholt;15;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;0;100,0;1;1;0;0;100,00;Totalt i retning Ranheim;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;15;100,0;1;1;0;0;100,00;Totalt;15;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;4;100,0;1;1;0;0;100,00;1;3;1;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;4;100,0;1;1;0;0;100,00;Totalt i retning Moholt;3;1;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;0;100,0;1;1;0;0;100,00;Totalt i retning Ranheim;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;4;100,0;1;1;0;0;100,00;Totalt;3;1;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;2;100,0;1;1;0;0;100,00;1;2;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;2;100,0;1;1;0;0;100,00;Totalt i retning Moholt;2;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;0;100,0;1;1;0;0;100,00;Totalt i retning Ranheim;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;2;100,0;1;1;0;0;100,00;Totalt;2;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;1;100,0;1;1;0;0;100,00;1;0;1;0;1;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;1;100,0;1;1;0;0;100,00;Totalt i retning Moholt;0;1;0;1;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;0;100,0;1;1;0;0;100,00;Totalt i retning Ranheim;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;1;100,0;1;1;0;0;100,00;Totalt;0;1;0;1;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;6;100,0;1;1;0;0;100,00;1;5;1;0;1;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;6;100,0;1;1;0;0;100,00;Totalt i retning Moholt;5;1;0;1;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;0;100,0;1;1;0;0;100,00;Totalt i retning Ranheim;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;6;100,0;1;1;0;0;100,00;Totalt;5;1;0;1;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;10;100,0;1;1;0;0;100,00;1;9;1;0;1;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;10;100,0;1;1;0;0;100,00;Totalt i retning Moholt;9;1;0;1;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;0;100,0;1;1;0;0;100,00;Totalt i retning Ranheim;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;10;100,0;1;1;0;0;100,00;Totalt;9;1;0;1;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T06:00+01:00;2020-02-25T07:00+01:00;2020-02-25;06:00;07:00;71;100,0;1;1;0;0;100,00;1;68;3;3;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T06:00+01:00;2020-02-25T07:00+01:00;2020-02-25;06:00;07:00;71;100,0;1;1;0;0;100,00;Totalt i retning Moholt;68;3;3;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T06:00+01:00;2020-02-25T07:00+01:00;2020-02-25;06:00;07:00;0;100,0;1;1;0;0;100,00;Totalt i retning Ranheim;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T06:00+01:00;2020-02-25T07:00+01:00;2020-02-25;06:00;07:00;71;100,0;1;1;0;0;100,00;Totalt;68;3;3;0;0;0;0
