Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
94210V2411536;Grillstadtunnelen vest;EV6 S76D1 m7308;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;4;100,0;1;1;0;0;100,00;1;4;0;0;0;0;0;0
94210V2411536;Grillstadtunnelen vest;EV6 S76D1 m7308;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;9;100,0;1;1;0;0;100,00;2;9;0;0;0;0;0;0
94210V2411536;Grillstadtunnelen vest;EV6 S76D1 m7308;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;34;100,0;1;1;0;0;100,00;3;24;10;3;2;0;5;0
94210V2411536;Grillstadtunnelen vest;EV6 S76D1 m7308;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;89;100,0;1;1;0;0;100,00;4;68;21;2;8;5;4;2
94210V2411536;Grillstadtunnelen vest;EV6 S76D1 m7308;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;38;100,0;1;1;0;0;100,00;Totalt i retning HF FRA Stjørdal, Stjørdal;28;10;3;2;0;5;0
94210V2411536;Grillstadtunnelen vest;EV6 S76D1 m7308;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;98;100,0;1;1;0;0;100,00;Totalt i retning Trondheim, HF FRA Trondheim;77;21;2;8;5;4;2
94210V2411536;Grillstadtunnelen vest;EV6 S76D1 m7308;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;136;100,0;1;1;0;0;100,00;Totalt;105;31;5;10;5;9;2
94210V2411536;Grillstadtunnelen vest;EV6 S76D1 m7308;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;0;100,0;1;1;0;0;100,00;1;0;0;0;0;0;0;0
94210V2411536;Grillstadtunnelen vest;EV6 S76D1 m7308;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;2;100,0;1;1;0;0;100,00;2;2;0;0;0;0;0;0
94210V2411536;Grillstadtunnelen vest;EV6 S76D1 m7308;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;32;100,0;1;1;0;0;100,00;3;23;9;0;2;0;6;1
94210V2411536;Grillstadtunnelen vest;EV6 S76D1 m7308;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;16;100,0;1;1;0;0;100,00;4;11;5;1;1;1;2;0
94210V2411536;Grillstadtunnelen vest;EV6 S76D1 m7308;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;32;100,0;1;1;0;0;100,00;Totalt i retning HF FRA Stjørdal, Stjørdal;23;9;0;2;0;6;1
