Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;25;100,0;1;1;0;13;48,00;1;4;8;1;2;2;3;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;-;0,0;1;1;0;-;-;2;-;-;-;-;-;-;-
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;25;100,0;1;1;0;13;48,00;Totalt i retning Rosenborg;4;8;1;2;2;3;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;-;0,0;1;1;0;-;-;Totalt i retning Samfundet;-;-;-;-;-;-;-
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;49;50,0;1;1;0;15;69,39;Totalt;26;8;1;2;2;3;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;11;100,0;1;1;0;6;45,45;1;1;4;0;3;0;1;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;-;0,0;1;1;0;-;-;2;-;-;-;-;-;-;-
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;11;100,0;1;1;0;6;45,45;Totalt i retning Rosenborg;1;4;0;3;0;1;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;-;0,0;1;1;0;-;-;Totalt i retning Samfundet;-;-;-;-;-;-;-
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;28;50,0;1;1;0;6;78,57;Totalt;17;5;0;3;1;1;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;3;100,0;1;1;0;1;66,67;1;0;2;0;1;0;1;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;-;0,0;1;1;0;-;-;2;-;-;-;-;-;-;-
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;3;100,0;1;1;0;1;66,67;Totalt i retning Rosenborg;0;2;0;1;0;1;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;-;0,0;1;1;0;-;-;Totalt i retning Samfundet;-;-;-;-;-;-;-
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;13;50,0;1;1;0;1;92,31;Totalt;10;2;0;1;0;1;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;3;100,0;1;1;0;0;100,00;1;1;2;0;1;0;1;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;-;0,0;1;1;0;-;-;2;-;-;-;-;-;-;-
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;3;100,0;1;1;0;0;100,00;Totalt i retning Rosenborg;1;2;0;1;0;1;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;-;0,0;1;1;0;-;-;Totalt i retning Samfundet;-;-;-;-;-;-;-
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;11;50,0;1;1;0;0;100,00;Totalt;9;2;0;1;0;1;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;9;100,0;1;1;0;8;11,11;1;1;0;0;0;0;0;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;-;0,0;1;1;0;-;-;2;-;-;-;-;-;-;-
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;8;100,0;1;1;0;7;12,50;Totalt i retning Rosenborg;1;0;0;0;0;0;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;-;0,0;1;1;0;-;-;Totalt i retning Samfundet;-;-;-;-;-;-;-
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;23;50,0;1;1;0;8;65,22;Totalt;12;3;2;1;0;0;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;17;100,0;1;1;0;6;64,71;1;4;7;0;5;2;0;0
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;-;0,0;1;1;0;-;-;2;-;-;-;-;-;-;-
81008V41567;Festningsgata;FV6666 S1D1 m1857;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;17;100,0;1;1;0;6;64,71;Totalt i retning Rosenborg;4;7;0;5;2;0;0
