Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;16;100,0;1;1;0;0;100,00;1;14;2;0;2;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;22;100,0;1;1;0;0;100,00;2;18;4;1;2;1;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;16;100,0;1;1;0;0;100,00;Totalt i retning Byåsen;14;2;0;2;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;22;100,0;1;1;0;0;100,00;Totalt i retning Sentrum;18;4;1;2;1;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;38;100,0;1;1;0;0;100,00;Totalt;32;6;1;4;1;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;12;100,0;1;1;0;0;100,00;1;12;0;0;0;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;9;100,0;1;1;0;0;100,00;2;9;0;0;0;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;12;100,0;1;1;0;0;100,00;Totalt i retning Byåsen;12;0;0;0;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;9;100,0;1;1;0;0;100,00;Totalt i retning Sentrum;9;0;0;0;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;21;100,0;1;1;0;0;100,00;Totalt;21;0;0;0;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;13;100,0;1;1;0;0;100,00;1;12;1;0;0;1;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;7;100,0;1;1;0;0;100,00;2;4;3;0;0;3;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;13;100,0;1;1;0;0;100,00;Totalt i retning Byåsen;12;1;0;0;1;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;7;100,0;1;1;0;0;100,00;Totalt i retning Sentrum;4;3;0;0;3;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;20;100,0;1;1;0;0;100,00;Totalt;16;4;0;0;4;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;13;100,0;1;1;0;0;100,00;1;8;5;0;1;4;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;10;100,0;1;1;0;0;100,00;2;7;3;1;1;1;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;13;100,0;1;1;0;0;100,00;Totalt i retning Byåsen;8;5;0;1;4;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;10;100,0;1;1;0;0;100,00;Totalt i retning Sentrum;7;3;1;1;1;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;23;100,0;1;1;0;0;100,00;Totalt;15;8;1;2;5;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;6;100,0;1;1;0;0;100,00;1;5;1;0;1;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;15;100,0;1;1;0;0;100,00;2;15;0;0;0;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;6;100,0;1;1;0;0;100,00;Totalt i retning Byåsen;5;1;0;1;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;15;100,0;1;1;0;0;100,00;Totalt i retning Sentrum;15;0;0;0;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;21;100,0;1;1;0;0;100,00;Totalt;20;1;0;1;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;16;100,0;1;1;0;0;100,00;1;13;3;1;2;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;30;100,0;1;1;0;0;100,00;2;25;5;2;3;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;16;100,0;1;1;0;0;100,00;Totalt i retning Byåsen;13;3;1;2;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;30;100,0;1;1;0;0;100,00;Totalt i retning Sentrum;25;5;2;3;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;46;100,0;1;1;0;0;100,00;Totalt;38;8;3;5;0;0;0
27372V72852;Søndre Ilevollen;FV6650 S1D1 m1149;2020-02-25T06:00+01:00;2020-02-25T07:00+01:00;2020-02-25;06:00;07:00;45;100,0;1;1;0;0;100,00;1;40;5;3;1;1;0;0
