Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;-;0,0;1;1;1;-;-;1;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;-;0,0;1;1;1;-;-;2;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;-;0,0;1;1;1;-;-;3;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;-;0,0;1;1;1;-;-;4;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;-;0,0;1;1;1;-;-;Totalt i retning SLUPPEN, HF FRA SLUPPEN;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;-;0,0;1;1;1;-;-;Totalt i retning TUNGA, HF FRA TUNGA;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;-;0,0;1;1;1;-;-;Totalt;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;-;0,0;1;1;1;-;-;1;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;-;0,0;1;1;1;-;-;2;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;-;0,0;1;1;1;-;-;3;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;-;0,0;1;1;1;-;-;4;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;-;0,0;1;1;1;-;-;Totalt i retning SLUPPEN, HF FRA SLUPPEN;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;-;0,0;1;1;1;-;-;Totalt i retning TUNGA, HF FRA TUNGA;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;-;0,0;1;1;1;-;-;Totalt;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;-;0,0;1;1;1;-;-;1;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;-;0,0;1;1;1;-;-;2;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;-;0,0;1;1;1;-;-;3;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;-;0,0;1;1;1;-;-;4;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;-;0,0;1;1;1;-;-;Totalt i retning SLUPPEN, HF FRA SLUPPEN;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;-;0,0;1;1;1;-;-;Totalt i retning TUNGA, HF FRA TUNGA;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;-;0,0;1;1;1;-;-;Totalt;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;-;0,0;1;1;1;-;-;1;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;-;0,0;1;1;1;-;-;2;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;-;0,0;1;1;1;-;-;3;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;-;0,0;1;1;1;-;-;4;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;-;0,0;1;1;1;-;-;Totalt i retning SLUPPEN, HF FRA SLUPPEN;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;-;0,0;1;1;1;-;-;Totalt i retning TUNGA, HF FRA TUNGA;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;-;0,0;1;1;1;-;-;Totalt;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T04:00+01:00;2020-02-01T05:00+01:00;2020-02-01;04:00;05:00;-;0,0;1;1;1;-;-;1;-;-;-;-;-;-;-
44660V72811;Moholt ved Vegamot;EV6 S76D1 m3847;2020-02-01T04:00+01:00;2020-02-01T05:00+01:00;2020-02-01;04:00;05:00;-;0,0;1;1;1;-;-;2;-;-;-;-;-;-;-
