Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;186;100,0;1;1;0;0;100,00;1;169;17;6;2;4;3;2
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;171;100,0;1;1;0;0;100,00;2;167;4;2;0;0;2;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;64;100,0;1;1;0;0;100,00;3;29;35;0;4;20;7;4
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;112;100,0;1;1;0;0;100,00;4;80;32;5;3;5;14;5
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;283;100,0;1;1;0;0;100,00;Totalt i retning Fjordgata;247;36;7;3;5;16;5
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;250;100,0;1;1;0;0;100,00;Totalt i retning Samfundet;198;52;6;6;24;10;6
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;533;100,0;1;1;0;0;100,00;Totalt;445;88;13;9;29;26;11
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;170;100,0;1;1;0;0;100,00;1;161;9;5;2;0;2;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;118;100,0;1;1;0;0;100,00;2;114;4;1;0;0;3;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;69;100,0;1;1;0;0;100,00;3;50;19;5;1;1;12;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;108;100,0;1;1;0;0;100,00;4;86;22;3;1;4;14;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;226;100,0;1;1;0;0;100,00;Totalt i retning Fjordgata;200;26;4;1;4;17;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;239;100,0;1;1;0;0;100,00;Totalt i retning Samfundet;211;28;10;3;1;14;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;465;100,0;1;1;0;0;100,00;Totalt;411;54;14;4;5;31;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;178;100,0;1;1;0;0;100,00;1;167;11;6;3;0;2;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;112;100,0;1;1;0;0;100,00;2;111;1;0;0;0;1;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;69;100,0;1;1;0;0;100,00;3;56;13;0;0;1;12;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;160;100,0;1;1;0;0;100,00;4;141;19;2;1;2;14;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;272;100,0;1;1;0;0;100,00;Totalt i retning Fjordgata;252;20;2;1;2;15;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;247;100,0;1;1;0;0;100,00;Totalt i retning Samfundet;223;24;6;3;1;14;0
