Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;24;100,0;1;1;0;0;100,00;1;24;0;0;0;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;22;100,0;1;1;0;0;100,00;2;21;1;0;1;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;13;100,0;1;1;0;0;100,00;3;11;2;0;0;1;1;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;19;100,0;1;1;0;0;100,00;4;15;4;0;1;1;1;1
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;37;100,0;1;1;0;0;100,00;Totalt i retning Lade;35;2;0;0;1;1;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;41;100,0;1;1;0;0;100,00;Totalt i retning Strindheim;36;5;0;2;1;1;1
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T00:00+01:00;2020-02-01T01:00+01:00;2020-02-01;00:00;01:00;78;100,0;1;1;0;0;100,00;Totalt;71;7;0;2;2;2;1
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;9;100,0;1;1;0;0;100,00;1;9;0;0;0;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;15;100,0;1;1;0;0;100,00;2;13;2;0;0;0;2;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;9;100,0;1;1;0;0;100,00;3;9;0;0;0;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;10;100,0;1;1;0;0;100,00;4;9;1;0;0;0;1;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;18;100,0;1;1;0;0;100,00;Totalt i retning Lade;18;0;0;0;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;25;100,0;1;1;0;0;100,00;Totalt i retning Strindheim;22;3;0;0;0;3;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T01:00+01:00;2020-02-01T02:00+01:00;2020-02-01;01:00;02:00;43;100,0;1;1;0;0;100,00;Totalt;40;3;0;0;0;3;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;8;100,0;1;1;0;0;100,00;1;8;0;0;0;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;10;100,0;1;1;0;0;100,00;2;8;2;0;0;0;2;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;4;100,0;1;1;0;0;100,00;3;4;0;0;0;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;8;100,0;1;1;0;0;100,00;4;7;1;0;0;0;1;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;12;100,0;1;1;0;0;100,00;Totalt i retning Lade;12;0;0;0;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;18;100,0;1;1;0;0;100,00;Totalt i retning Strindheim;15;3;0;0;0;3;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T02:00+01:00;2020-02-01T03:00+01:00;2020-02-01;02:00;03:00;30;100,0;1;1;0;0;100,00;Totalt;27;3;0;0;0;3;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;9;100,0;1;1;0;0;100,00;1;7;2;1;1;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;4;100,0;1;1;0;0;100,00;2;3;1;0;0;0;1;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;6;100,0;1;1;0;0;100,00;3;6;0;0;0;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;8;100,0;1;1;0;0;100,00;4;7;1;0;0;0;1;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;15;100,0;1;1;0;0;100,00;Totalt i retning Lade;13;2;1;1;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;12;100,0;1;1;0;0;100,00;Totalt i retning Strindheim;10;2;0;0;0;2;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T03:00+01:00;2020-02-01T04:00+01:00;2020-02-01;03:00;04:00;27;100,0;1;1;0;0;100,00;Totalt;23;4;1;1;0;2;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T04:00+01:00;2020-02-01T05:00+01:00;2020-02-01;04:00;05:00;9;100,0;1;1;0;0;100,00;1;7;2;1;1;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T04:00+01:00;2020-02-01T05:00+01:00;2020-02-01;04:00;05:00;6;100,0;1;1;0;0;100,00;2;4;2;2;0;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T04:00+01:00;2020-02-01T05:00+01:00;2020-02-01;04:00;05:00;5;100,0;1;1;0;0;100,00;3;5;0;0;0;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T04:00+01:00;2020-02-01T05:00+01:00;2020-02-01;04:00;05:00;5;100,0;1;1;0;0;100,00;4;5;0;0;0;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T04:00+01:00;2020-02-01T05:00+01:00;2020-02-01;04:00;05:00;14;100,0;1;1;0;0;100,00;Totalt i retning Lade;12;2;1;1;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T04:00+01:00;2020-02-01T05:00+01:00;2020-02-01;04:00;05:00;11;100,0;1;1;0;0;100,00;Totalt i retning Strindheim;9;2;2;0;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T04:00+01:00;2020-02-01T05:00+01:00;2020-02-01;04:00;05:00;25;100,0;1;1;0;0;100,00;Totalt;21;4;3;1;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T05:00+01:00;2020-02-01T06:00+01:00;2020-02-01;05:00;06:00;12;100,0;1;1;0;0;100,00;1;8;4;0;4;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T05:00+01:00;2020-02-01T06:00+01:00;2020-02-01;05:00;06:00;11;100,0;1;1;0;0;100,00;2;7;4;1;3;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T05:00+01:00;2020-02-01T06:00+01:00;2020-02-01;05:00;06:00;4;100,0;1;1;0;0;100,00;3;2;2;0;1;1;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T05:00+01:00;2020-02-01T06:00+01:00;2020-02-01;05:00;06:00;6;100,0;1;1;0;0;100,00;4;3;3;1;2;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T05:00+01:00;2020-02-01T06:00+01:00;2020-02-01;05:00;06:00;16;100,0;1;1;0;0;100,00;Totalt i retning Lade;10;6;0;5;1;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4426;2020-02-01T05:00+01:00;2020-02-01T06:00+01:00;2020-02-01;05:00;06:00;17;100,0;1;1;0;0;100,00;Totalt i retning Strindheim;10;7;2;5;0;0;0
